OID_,DEM_Large_S3_Regm2b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
43,-13,-4.272444171150472,20.528610327536480,-13.2005806,-1.7950033,48.9894180,2.5988109
44,-13,-4.264987531150472,20.528610327536480,-13.1990337,-1.8550106,49.2524338,2.5670536
45,-13,-4.481230091150471,20.521153687536479,-13.1819639,-0.7901134,49.9161224,1.5330858
46,-13,-4.473773451150471,20.521153687536479,-13.1856422,-0.9445733,50.0056038,1.5225954
47,-13,-4.466316811150471,20.521153687536479,-13.1892223,-1.0982740,49.9776421,1.6181339
48,-13,-4.458860171150471,20.521153687536479,-13.1926689,-1.2568140,49.8437004,1.7821401
49,-13,-4.451403531150471,20.521153687536479,-13.1959476,-1.4170959,49.6198769,1.9758527
50,-13,-4.443946891150471,20.521153687536479,-13.1990290,-1.5751537,49.3258095,2.1711180
51,-13,-4.436490251150471,20.521153687536479,-13.2018900,-1.7270683,48.9806900,2.3505836
52,-13,-4.429033611150471,20.521153687536479,-13.2045078,-1.8657558,48.6019821,2.5048175
53,-13,-4.421576971150471,20.521153687536479,-13.2068691,-1.9844660,48.2121124,2.6296797
54,-13,-4.414120331150471,20.521153687536479,-13.2089624,-2.0809450,47.8309326,2.7246943
55,-13,-4.406663691150471,20.521153687536479,-13.2107868,-2.1522164,47.4721832,2.7919226
56,-13,-4.399207051150471,20.521153687536479,-13.2123413,-2.1989143,47.1476631,2.8350425
57,-13,-4.391750411150471,20.521153687536479,-13.2136307,-2.2225542,46.8674240,2.8586631
58,-13,-4.384293771150471,20.521153687536479,-13.2146645,-2.2241602,46.6364365,2.8677430
59,-13,-4.376837131150471,20.521153687536479,-13.2154484,-2.2015214,46.4578896,2.8670752
60,-13,-4.369380491150471,20.521153687536479,-13.2159996,-2.1595981,46.3338814,2.8609109
61,-13,-4.361923851150471,20.521153687536479,-13.2163334,-2.1028869,46.2633171,2.8528507
62,-13,-4.354467211150471,20.521153687536479,-13.2164688,-2.0373681,46.2421303,2.8458445
63,-13,-4.347010571150471,20.521153687536479,-13.2164249,-1.9687891,46.2659111,2.8420813
64,-13,-4.339553931150471,20.521153687536479,-13.2162228,-1.9058090,46.3294449,2.8429158
65,-13,-4.332097291150471,20.521153687536479,-13.2158794,-1.8522972,46.4281349,2.8488102
66,-13,-4.324640651150471,20.521153687536479,-13.2154112,-1.8135880,46.5586624,2.8594403
67,-13,-4.317184011150472,20.521153687536479,-13.2148285,-1.7907313,46.7195168,2.8737738
68,-13,-4.309727371150472,20.521153687536479,-13.2141361,-1.7840002,46.9094200,2.8902104
69,-13,-4.302270731150472,20.521153687536479,-13.2133360,-1.7938207,47.1234627,2.9066591
70,-13,-4.294814091150472,20.521153687536479,-13.2124252,-1.8215209,47.3566742,2.9205968
71,-13,-4.287357451150472,20.521153687536479,-13.2113943,-1.8646510,47.6038780,2.9291050
72,-13,-4.279900811150472,20.521153687536479,-13.2102280,-1.9212366,47.8602791,2.9290674
73,-13,-4.272444171150472,20.521153687536479,-13.2089062,-1.9882090,48.1233292,2.9174128
74,-13,-4.264987531150472,20.521153687536479,-13.2074051,-2.0610042,48.3917007,2.8911779
75,-13,-4.257530891150472,20.521153687536479,-13.2056971,-2.1303098,48.6654396,2.8477724
76,-13,-4.250074251150472,20.521153687536479,-13.2037544,-2.1918590,48.9427643,2.7849956
77,-13,-4.488686731150471,20.513697047536478,-13.1861391,-0.9741858,49.5967979,1.7293173
78,-13,-4.481230091150471,20.513697047536478,-13.1899624,-1.1170536,49.7225456,1.7417605
79,-13,-4.473773451150471,20.513697047536478,-13.1936979,-1.2536641,49.7127609,1.8587567
80,-13,-4.466316811150471,20.513697047536478,-13.1973085,-1.3882142,49.5856438,2.0424542
81,-13,-4.458860171150471,20.513697047536478,-13.2007618,-1.5270762,49.3562737,2.2548292
82,-13,-4.451403531150471,20.513697047536478,-13.2040281,-1.6680008,49.0437889,2.4677489
83,-13,-4.443946891150471,20.513697047536478,-13.2070837,-1.8084615,48.6690445,2.6632817
84,-13,-4.436490251150471,20.513697047536478,-13.2099056,-1.9434745,48.2503471,2.8312249
85,-13,-4.429033611150471,20.513697047536478,-13.2124786,-2.0657058,47.8096123,2.9669209
86,-13,-4.421576971150471,20.513697047536478,-13.2147913,-2.1692536,47.3691750,3.0694897
87,-13,-4.414120331150471,20.513697047536478,-13.2168360,-2.2520282,46.9472313,3.1407673
88,-13,-4.406663691150471,20.513697047536478,-13.2186136,-2.3102696,46.5586586,3.1845279
89,-13,-4.399207051150471,20.513697047536478,-13.2201252,-2.3434284,46.2153435,3.2056940
90,-13,-4.391750411150471,20.513697047536478,-13.2213783,-2.3548999,45.9253807,3.2097073
91,-13,-4.384293771150471,20.513697047536478,-13.2223797,-2.3452396,45.6915436,3.2020154
92,-13,-4.376837131150471,20.513697047536478,-13.2231407,-2.3123686,45.5166359,3.1875768
93,-13,-4.369380491150471,20.513697047536478,-13.2236748,-2.2607071,45.3993721,3.1705394
94,-13,-4.361923851150471,20.513697047536478,-13.2239990,-2.1964977,45.3362770,3.1542718
95,-13,-4.354467211150471,20.513697047536478,-13.2241325,-2.1257396,45.3228073,3.1414180
96,-13,-4.347010571150471,20.513697047536478,-13.2240953,-2.0547633,45.3529892,3.1337879
97,-13,-4.339553931150471,20.513697047536478,-13.2239075,-1.9899681,45.4202347,3.1324143
98,-13,-4.332097291150471,20.513697047536478,-13.2235861,-1.9373147,45.5195465,3.1375346
99,-13,-4.324640651150471,20.513697047536478,-13.2231455,-1.9019969,45.6489258,3.1486156
100,-13,-4.317184011150472,20.513697047536478,-13.2225981,-1.8860073,45.8051338,3.1644387
101,-13,-4.309727371150472,20.513697047536478,-13.2219477,-1.8892336,45.9864960,3.1832333
102,-13,-4.302270731150472,20.513697047536478,-13.2211952,-1.9127592,46.1907349,3.2027278
103,-13,-4.294814091150472,20.513697047536478,-13.2203360,-1.9560143,46.4139214,3.2202082
104,-13,-4.287357451150472,20.513697047536478,-13.2193575,-2.0156291,46.6520729,3.2325587
105,-13,-4.279900811150472,20.513697047536478,-13.2182426,-2.0878043,46.9019279,3.2364464
