OID_,RegF2,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
146,-13,-5.010651531150471,18.582427287536483,-13.2589674,0.0038017,45.4545441,-0.5415436,0.0137478,4.0000000,-0.6912051,1.0543659,18.4825935,0.7187008,1.3413798
147,-13,-5.003194891150471,18.582427287536483,-13.2587547,0.0035537,44.6280975,-0.5537442,0.0332480,4.0000000,-0.7039466,1.0552547,18.6256275,0.7704425,1.3735858
148,-13,-4.995738251150471,18.582427287536483,-13.2584991,0.0032231,43.8016510,-0.5740052,0.0456967,4.0000000,-0.7133043,1.0559728,18.7413445,0.8046976,1.4276253
149,-13,-4.988281611150471,18.582427287536483,-13.2581978,0.0029752,42.9752083,-0.6158763,0.0446786,4.0000000,-0.7326726,1.0565196,18.8280106,0.8220297,1.5348358
150,-13,-4.980824971150471,18.582427287536483,-13.2578506,0.0027273,42.1487617,-0.6821854,0.0281171,4.0000000,-0.7654035,1.0569204,18.8898163,0.8216376,1.7038167
151,-13,-4.973368331150471,18.582427287536483,-13.2574511,0.0023140,40.4958687,-0.7583000,0.0008747,4.0000000,-0.7988920,1.0572101,18.9325218,0.8006414,1.9039803
152,-13,-4.965911691150471,18.582427287536483,-13.2569952,0.0019008,38.8429756,-0.8179693,-0.0260875,4.0000000,-0.8104673,1.0573975,18.9613991,0.7582923,2.0693955
153,-13,-4.958455051150471,18.582427287536483,-13.2564802,0.0014876,37.1900826,-0.8532872,-0.0456631,4.0000000,-0.7913224,1.0575004,18.9772568,0.6999962,2.1722982
154,-13,-4.950998411150471,18.582427287536483,-13.2559032,0.0009091,34.7107430,-0.8650430,-0.0615768,4.0000000,-0.7491292,1.0575346,18.9808235,0.6259755,2.2138078
155,-13,-4.943541771150471,18.582427287536483,-13.2552633,0.0002479,32.2314034,-0.8620655,-0.0759391,4.0000000,-0.6950144,1.0575008,18.9734879,0.5431362,2.2170701
156,-13,-4.936085131150471,18.582427287536483,-13.2545624,-0.0004959,28.9256191,-0.8423722,-0.0866179,4.0000000,-0.6291118,1.0574248,18.9605694,0.4558760,2.1744051
157,-13,-4.928628491150471,18.582427287536483,-13.2537994,-0.0013223,25.6198349,-0.8024309,-0.0884204,4.0000000,-0.5487863,1.0573210,18.9436321,0.3719456,2.0704439
158,-13,-4.921171851150472,18.582427287536483,-13.2529774,-0.0020661,23.1404953,-0.7478023,-0.0807132,4.0000000,-0.4567437,1.0571864,18.9216347,0.2953173,1.9194607
159,-13,-4.913715211150471,18.582427287536483,-13.2521000,-0.0028926,19.8347111,-0.6865572,-0.0640806,4.0000000,-0.3584419,1.0570223,18.8957977,0.2302807,1.7460738
160,-13,-4.906258571150472,18.582427287536483,-13.2511702,-0.0038017,16.5289249,-0.6217129,-0.0380498,4.0000000,-0.2538460,1.0568101,18.8633804,0.1777465,1.5631523
161,-13,-4.898801931150471,18.582427287536483,-13.2501945,-0.0047934,13.2231407,-0.5609885,-0.0036783,4.0000000,-0.1483099,1.0565350,18.8202629,0.1409533,1.3984480
162,-13,-4.891345291150472,18.582427287536483,-13.2491789,0.0042975,46.2809906,-0.5087562,0.0339773,4.0000000,-0.0500571,1.0561868,18.7638512,0.1180117,1.2702448
163,-13,-4.883888651150472,18.582427287536483,-13.2481279,0.0033058,42.1487617,-0.4663975,0.0735167,4.0000000,0.0375050,1.0557524,18.6958656,0.1095284,1.1841885
164,-13,-4.876432011150472,18.582427287536483,-13.2470474,0.0022314,38.0165291,-0.4356722,0.1091942,4.0000000,0.1054032,1.0552555,18.6167984,0.1129852,1.1394019
165,-13,-4.868975371150472,18.582427287536483,-13.2459412,0.0012397,33.8842964,-0.4077764,0.1478935,4.0000000,0.1670547,1.0547397,18.5334015,0.1287322,1.1192414
166,-13,-4.861518731150472,18.582427287536483,-13.2448111,0.0001653,29.7520657,-0.3766924,0.1923270,4.0000000,0.2280928,1.0541867,18.4445324,0.1565612,1.1171345
167,-13,-4.854062091150472,18.582427287536483,-13.2436628,-0.0010744,24.7933884,-0.3407591,0.2429332,4.0000000,0.2894768,1.0535855,18.3476562,0.1963895,1.1371737
168,-13,-4.846605451150472,18.582427287536483,-13.2424984,-0.0022314,20.6611576,-0.3108256,0.2888334,4.0000000,0.3377331,1.0529501,18.2430077,0.2399338,1.1825151
169,-13,-4.839148811150472,18.582427287536483,-13.2413225,-0.0034711,16.5289249,-0.2752348,0.3373185,4.0000000,0.3837266,1.0522966,18.1349697,0.2909105,1.2422398
170,-13,-4.831692171150472,18.582427287536483,-13.2401361,-0.0045455,13.2231407,-0.2286189,0.3893615,4.0000000,0.4311808,1.0516202,18.0233459,0.3475422,1.3107052
171,-13,-4.824235531150472,18.582427287536483,-13.2389441,0.0042975,45.4545441,-0.1671898,0.4449703,4.0000000,0.4806381,1.0509028,17.9042568,0.4093026,1.3838758
172,-13,-4.816778891150472,18.582427287536483,-13.2377501,0.0031405,40.4958687,-0.0871577,0.5044830,4.0000000,0.5347813,1.0501628,17.7799263,0.4741847,1.4604312
173,-13,-4.809322251150472,18.582427287536483,-13.2365570,0.0019835,35.5371895,0.0116980,0.5674600,4.0000000,0.5945637,1.0493697,17.6433830,0.5403562,1.5442806
174,-13,-4.801865611150472,18.582427287536483,-13.2353716,0.0008264,30.5785122,0.1093949,0.6242634,4.0000000,0.6481839,1.0484959,17.4927406,0.6003428,1.6305264
175,-13,-5.115044491150472,18.574970647536482,-13.2599525,0.0048760,48.7603302,-0.4109537,-0.3296761,4.0000000,-0.3296555,1.0367099,15.2931805,-0.3296967,1.4522489
176,-13,-5.107587851150472,18.574970647536482,-13.2602797,-0.0047107,6.6115704,-0.4141997,-0.2879670,4.0000000,-0.3192350,1.0379012,15.5311203,-0.2566990,1.3498683
177,-13,-5.100131211150472,18.574970647536482,-13.2605743,-0.0043802,8.2644625,-0.4251528,-0.2502437,4.0000000,-0.3119152,1.0391335,15.7717676,-0.1885722,1.2894089
178,-13,-5.092674571150472,18.574970647536482,-13.2608395,-0.0040496,9.9173555,-0.4430638,-0.2183365,4.0000000,-0.3139318,1.0404137,16.0187683,-0.1227412,1.2698157
179,-13,-5.085217931150471,18.574970647536482,-13.2610750,-0.0037190,11.5702477,-0.4665659,-0.1975607,4.0000000,-0.3373460,1.0417403,16.2703133,-0.0577755,1.2938309
180,-13,-5.077761291150471,18.574970647536482,-13.2612820,-0.0033884,13.2231407,-0.4966580,-0.1889502,4.0000000,-0.3876454,1.0431166,16.5257568,0.0097450,1.3606120
181,-13,-5.070304651150471,18.574970647536482,-13.2614574,-0.0031405,14.8760328,-0.5343582,-0.1824539,4.0000000,-0.4499222,1.0445331,16.7844067,0.0850144,1.4517047
182,-13,-5.062848011150471,18.574970647536482,-13.2615976,-0.0031405,15.7024794,-0.5685079,-0.1669537,4.0000000,-0.4996623,1.0459927,17.0501747,0.1657550,1.5197001
183,-13,-5.055391371150471,18.574970647536482,-13.2617006,-0.0031405,16.5289249,-0.5955860,-0.1431893,4.0000000,-0.5384025,1.0475028,17.3169651,0.2520239,1.5599076
184,-13,-5.047934731150471,18.574970647536482,-13.2617664,-0.0031405,17.3553715,-0.6192328,-0.1197272,4.0000000,-0.5835132,1.0490360,17.5827103,0.3440589,1.5974338
185,-13,-5.040478091150471,18.574970647536482,-13.2617931,-0.0031405,18.1818180,-0.6403502,-0.0967196,5.0000000,-0.6317534,1.0505538,17.8430443,0.4383142,1.6338252
186,-13,-5.033021451150471,18.574970647536482,-13.2617788,-0.0032231,18.1818180,-0.6563221,-0.0708902,4.0000000,-0.6745377,1.0520426,18.0961933,0.5327573,1.6585444
187,-13,-5.025564811150471,18.574970647536482,-13.2617216,-0.0033058,18.1818180,-0.6638186,-0.0420755,4.0000000,-0.7077095,1.0534879,18.3357677,0.6235585,1.6643742
188,-13,-5.018108171150471,18.574970647536482,-13.2616196,-0.0033884,18.1818180,-0.6688268,-0.0137829,4.0000000,-0.7364603,1.0548469,18.5577259,0.7088944,1.6697694
189,-13,-5.010651531150471,18.574970647536482,-13.2614737,-0.0034711,18.1818180,-0.6736382,0.0100599,4.0000000,-0.7620457,1.0560732,18.7558212,0.7821655,1.6810067
190,-13,-5.003194891150471,18.574970647536482,-13.2612801,-0.0037190,18.1818180,-0.6873034,0.0294112,4.0000000,-0.7841330,1.0571355,18.9268417,0.8429554,1.7181096
191,-13,-4.995738251150471,18.574970647536482,-13.2610378,-0.0040496,17.3553715,-0.7080508,0.0446025,4.0000000,-0.7972093,1.0580229,19.0659008,0.8864143,1.7746528
192,-13,-4.988281611150471,18.574970647536482,-13.2607450,-0.0042975,16.5289249,-0.7504787,0.0496267,4.0000000,-0.8132901,1.0587200,19.1729889,0.9125435,1.8858328
193,-13,-4.980824971150471,18.574970647536482,-13.2604008,-0.0045455,15.7024794,-0.8197280,0.0389494,4.0000000,-0.8396399,1.0592318,19.2520790,0.9175387,2.0644858
194,-13,-4.973368331150471,18.574970647536482,-13.2600002,-0.0049587,14.8760328,-0.9040569,0.0183692,4.0000000,-0.8644349,1.0596032,19.3084850,0.9011732,2.2846653
195,-13,-4.965911691150471,18.574970647536482,-13.2595387,0.0045455,47.9338837,-0.9737520,-0.0008448,4.0000000,-0.8642265,1.0598530,19.3441238,0.8625369,2.4702666
196,-13,-4.958455051150471,18.574970647536482,-13.2590122,0.0040496,46.2809906,-1.0186731,-0.0137625,4.0000000,-0.8327361,1.0599828,19.3636990,0.8052110,2.5908005
197,-13,-4.950998411150471,18.574970647536482,-13.2584209,0.0033884,43.8016510,-1.0385977,-0.0222806,4.0000000,-0.7768260,1.0600142,19.3672256,0.7322648,2.6444244
198,-13,-4.943541771150471,18.574970647536482,-13.2577639,0.0027273,41.3223152,-1.0386577,-0.0287187,4.0000000,-0.7071613,1.0599630,19.3571224,0.6497239,2.6452596
199,-13,-4.936085131150471,18.574970647536482,-13.2570419,0.0019835,38.0165291,-1.0170454,-0.0302120,4.0000000,-0.6244773,1.0598493,19.3381271,0.5640532,2.5871675
200,-13,-4.928628491150471,18.574970647536482,-13.2562561,0.0011570,34.7107430,-0.9716762,-0.0247636,4.0000000,-0.5306483,1.0596920,19.3124809,0.4811211,2.4647503
201,-13,-4.921171851150472,18.574970647536482,-13.2554102,0.0004132,32.2314034,-0.9075820,-0.0114222,4.0000000,-0.4293922,1.0594926,19.2821140,0.4065478,2.2930555
202,-13,-4.913715211150471,18.574970647536482,-13.2545080,-0.0004132,28.9256191,-0.8316345,0.0091835,4.0000000,-0.3252567,1.0592643,19.2464409,0.3436238,2.0940084
203,-13,-4.906258571150472,18.574970647536482,-13.2535534,-0.0013223,25.6198349,-0.7489758,0.0376055,4.0000000,-0.2193875,1.0589994,19.2045860,0.2945985,1.8861481
204,-13,-4.898801931150471,18.574970647536482,-13.2525530,-0.0023967,21.4876041,-0.6663116,0.0712025,4.0000000,-0.1174758,1.0586808,19.1560917,0.2598808,1.6920739
205,-13,-4.891345291150472,18.574970647536482,-13.2515116,-0.0033884,18.1818180,-0.5911166,0.1094470,4.0000000,-0.0219799,1.0583063,19.0989132,0.2408739,1.5350927
206,-13,-4.883888651150472,18.574970647536482,-13.2504349,-0.0043802,14.8760328,-0.5229112,0.1480723,4.0000000,0.0613437,1.0578778,19.0306129,0.2348010,1.4125084
207,-13,-4.876432011150472,18.574970647536482,-13.2493286,0.0045455,47.1074371,-0.4703606,0.1824772,4.0000000,0.1240710,1.0574011,18.9556255,0.2408833,1.3368446
208,-13,-4.868975371150472,18.574970647536482,-13.2481976,0.0035537,42.9752083,-0.4235157,0.2181441,4.0000000,0.1788140,1.0569105,18.8794212,0.2574743,1.2902093
209,-13,-4.861518731150472,18.574970647536482,-13.2470436,0.0024793,38.8429756,-0.3759129,0.2588850,4.0000000,0.2317531,1.0564028,18.8005676,0.2860168,1.2671956
210,-13,-4.854062091150472,18.574970647536482,-13.2458715,0.0012397,33.8842964,-0.3256774,0.3032270,4.0000000,0.2847317,1.0558643,18.7144241,0.3217223,1.2647960
211,-13,-4.846605451150472,18.574970647536482,-13.2446842,0.0000826,29.7520657,-0.2845744,0.3443378,4.0000000,0.3271842,1.0553021,18.6255836,0.3614914,1.2924851
212,-13,-4.839148811150472,18.574970647536482,-13.2434864,-0.0012397,24.7933884,-0.2397916,0.3881251,4.0000000,0.3693919,1.0547258,18.5336590,0.4068584,1.3373471
213,-13,-4.831692171150472,18.574970647536482,-13.2422791,-0.0023967,20.6611576,-0.1892095,0.4335744,4.0000000,0.4131624,1.0541325,18.4371452,0.4539864,1.3935562
214,-13,-4.824235531150472,18.574970647536482,-13.2410660,-0.0036364,16.5289249,-0.1261237,0.4820036,4.0000000,0.4604877,1.0534891,18.3326740,0.5035196,1.4530376
215,-13,-4.816778891150472,18.574970647536482,-13.2398520,0.0052066,49.5867767,-0.0450776,0.5357952,4.0000000,0.5149871,1.0527971,18.2212524,0.5566034,1.5195227
216,-13,-4.809322251150472,18.574970647536482,-13.2386398,0.0040496,44.6280975,0.0488120,0.5915669,4.0000000,0.5763339,1.0520346,18.0950813,0.6067998,1.5950224
217,-13,-4.801865611150472,18.574970647536482,-13.2374372,0.0028926,39.6694221,0.1357706,0.6396445,4.0000000,0.6299878,1.0511891,17.9537010,0.6493011,1.6686944
218,-13,-4.794408971150472,18.574970647536482,-13.2362471,0.0017355,34.7107430,0.2031366,0.6757272,4.0000000,0.6726490,1.0502810,17.7996311,0.6788055,1.7323763
219,-13,-5.122501131150472,18.567514007536481,-13.2615557,-0.0034711,9.0909090,-0.4560581,-0.4060601,4.0000000,-0.3135567,1.0355418,15.0524626,-0.4985635,1.7961115
220,-13,-5.115044491150472,18.567514007536481,-13.2619591,-0.0030579,11.5702477,-0.4605802,-0.3514421,4.0000000,-0.3032123,1.0367613,15.2997036,-0.3996719,1.6300520
221,-13,-5.107587851150472,18.567514007536481,-13.2623262,-0.0026446,14.0495872,-0.4734409,-0.2978720,4.0000000,-0.2874775,1.0380163,15.5498848,-0.3082665,1.5106936
222,-13,-5.100131211150472,18.567514007536481,-13.2626610,-0.0023140,16.5289249,-0.4927308,-0.2485982,4.0000000,-0.2740366,1.0393227,15.8049040,-0.2231599,1.4408249
223,-13,-5.092674571150472,18.567514007536481,-13.2629662,-0.0019835,19.0082645,-0.5177512,-0.2078621,4.0000000,-0.2736927,1.0406833,16.0657730,-0.1420314,1.4225454
224,-13,-5.085217931150471,18.567514007536481,-13.2632418,-0.0017355,20.6611576,-0.5502502,-0.1780654,4.0000000,-0.2942553,1.0420990,16.3322315,-0.0618756,1.4555635
225,-13,-5.077761291150471,18.567514007536481,-13.2634897,-0.0014876,22.3140488,-0.5913944,-0.1626471,4.0000000,-0.3449724,1.0435683,16.6049347,0.0196782,1.5404909
226,-13,-5.070304651150471,18.567514007536481,-13.2637062,-0.0012397,23.9669418,-0.6421435,-0.1515636,4.0000000,-0.4102424,1.0450927,16.8829937,0.1071151,1.6587081
227,-13,-5.062848011150471,18.567514007536481,-13.2638874,-0.0011570,24.7933884,-0.6901087,-0.1349487,4.0000000,-0.4689115,1.0466856,17.1669331,0.1990141,1.7646687
228,-13,-5.055391371150471,18.567514007536481,-13.2640324,-0.0010744,25.6198349,-0.7295853,-0.1109046,4.0000000,-0.5177957,1.0483361,17.4564018,0.2959865,1.8439302
229,-13,-5.047934731150471,18.567514007536481,-13.2641401,-0.0009917,26.4462814,-0.7650413,-0.0904373,4.0000000,-0.5762997,1.0500127,17.7467117,0.3954250,1.9230202
230,-13,-5.040478091150471,18.567514007536481,-13.2642069,-0.0009091,27.2727280,-0.7938362,-0.0695223,4.0000000,-0.6359033,1.0516981,18.0317650,0.4968588,1.9891282
231,-13,-5.033021451150471,18.567514007536481,-13.2642298,-0.0009091,27.2727280,-0.8174965,-0.0485103,5.0000000,-0.6944608,1.0533695,18.3105049,0.5974401,2.0459275
232,-13,-5.025564811150471,18.567514007536481,-13.2642088,-0.0009091,27.2727280,-0.8300412,-0.0252703,4.0000000,-0.7450887,1.0549990,18.5777721,0.6945482,2.0765331
233,-13,-5.018108171150471,18.567514007536481,-13.2641401,-0.0009091,27.2727280,-0.8387980,-0.0035601,4.0000000,-0.7925973,1.0565453,18.8271599,0.7854770,2.1013124
234,-13,-5.010651531150471,18.567514007536481,-13.2640219,-0.0009091,27.2727280,-0.8452693,0.0172029,4.0000000,-0.8321528,1.0579625,19.0529785,0.8665585,2.1225743
235,-13,-5.003194891150471,18.567514007536481,-13.2638512,-0.0010744,27.2727280,-0.8597862,0.0323429,4.0000000,-0.8679596,1.0592245,19.2510948,0.9326455,2.1665151
236,-13,-4.995738251150471,18.567514007536481,-13.2636271,-0.0013223,26.4462814,-0.8803495,0.0473302,4.0000000,-0.8882839,1.0602986,19.4175415,0.9829444,2.2257164
237,-13,-4.988281611150471,18.567514007536481,-13.2633467,-0.0015702,25.6198349,-0.9193213,0.0546716,4.0000000,-0.9038065,1.0611652,19.5495510,1.0131499,2.3315692
238,-13,-4.980824971150471,18.567514007536481,-13.2630072,-0.0018182,24.7933884,-0.9869726,0.0493980,4.0000000,-0.9234571,1.0618304,19.6484680,1.0222532,2.5096860
239,-13,-4.973368331150471,18.567514007536481,-13.2626066,-0.0022314,23.9669418,-1.0749240,0.0339085,4.0000000,-0.9405811,1.0623168,19.7214127,1.0083981,2.7410498
240,-13,-4.965911691150471,18.567514007536481,-13.2621393,-0.0027273,22.3140488,-1.1525193,0.0215773,4.0000000,-0.9300954,1.0626495,19.7707806,0.9732500,2.9458437
241,-13,-4.958455051150471,18.567514007536481,-13.2616034,-0.0032231,20.6611576,-1.2036999,0.0141466,4.0000000,-0.8872624,1.0628395,19.7979984,0.9155557,3.0802531
242,-13,-4.950998411150471,18.567514007536481,-13.2609968,-0.0038843,19.0082645,-1.2271681,0.0147754,4.0000000,-0.8144740,1.0628989,19.8050575,0.8440249,3.1387484
243,-13,-4.943541771150471,18.567514007536481,-13.2603207,-0.0046281,16.5289249,-1.2263981,0.0184421,4.0000000,-0.7260090,1.0628488,19.7958984,0.7628932,3.1332169
244,-13,-4.936085131150471,18.567514007536481,-13.2595768,0.0045455,47.1074371,-1.1978989,0.0267763,4.0000000,-0.6248466,1.0627145,19.7741585,0.6783993,3.0559673
245,-13,-4.928628491150471,18.567514007536481,-13.2587671,0.0036364,43.8016510,-1.1447175,0.0403886,4.0000000,-0.5160595,1.0625204,19.7438068,0.5968367,2.9175067
246,-13,-4.921171851150472,18.567514007536481,-13.2578955,0.0028926,41.3223152,-1.0690619,0.0609552,4.0000000,-0.4037040,1.0622756,19.7050323,0.5256144,2.7273755
247,-13,-4.913715211150471,18.567514007536481,-13.2569666,0.0020661,38.0165291,-0.9754171,0.0873165,4.0000000,-0.2907056,1.0619845,19.6613827,0.4653387,2.5020289
248,-13,-4.906258571150472,18.567514007536481,-13.2559853,0.0011570,34.7107430,-0.8737618,0.1195050,4.0000000,-0.1809167,1.0616519,19.6110535,0.4199266,2.2719860
249,-13,-4.898801931150471,18.567514007536481,-13.2549582,0.0000826,30.5785122,-0.7703437,0.1550525,4.0000000,-0.0787935,1.0612808,19.5543537,0.3888984,2.0554125
250,-13,-4.891345291150472,18.567514007536481,-13.2538900,-0.0009091,27.2727280,-0.6733108,0.1915870,4.0000000,0.0131468,1.0608630,19.4919510,0.3700271,1.8718317
251,-13,-4.883888651150472,18.567514007536481,-13.2527885,-0.0019835,23.1404953,-0.5793377,0.2309208,4.0000000,0.0955793,1.0604038,19.4219551,0.3662623,1.7169814
252,-13,-4.876432011150472,18.567514007536481,-13.2516575,-0.0031405,19.0082645,-0.5046095,0.2644088,4.0000000,0.1550288,1.0599158,19.3457375,0.3737888,1.6105881
253,-13,-4.868975371150472,18.567514007536481,-13.2505026,-0.0042149,15.7024794,-0.4398293,0.2965826,4.0000000,0.2034022,1.0594267,19.2711391,0.3897631,1.5365151
254,-13,-4.861518731150472,18.567514007536481,-13.2493258,0.0047107,47.9338837,-0.3782566,0.3309945,4.0000000,0.2466860,1.0589348,19.1970310,0.4153031,1.4878050
255,-13,-4.854062091150472,18.567514007536481,-13.2481318,0.0035537,42.9752083,-0.3162299,0.3690836,4.0000000,0.2919837,1.0584236,19.1186314,0.4461836,1.4633561
256,-13,-4.846605451150472,18.567514007536481,-13.2469244,0.0024793,38.8429756,-0.2661830,0.4036856,4.0000000,0.3275346,1.0579010,19.0367355,0.4798366,1.4682945
257,-13,-4.839148811150472,18.567514007536481,-13.2457066,0.0011570,33.8842964,-0.2145839,0.4397298,4.0000000,0.3634703,1.0573672,18.9546089,0.5159892,1.4874187
258,-13,-4.831692171150472,18.567514007536481,-13.2444801,0.0000000,29.7520657,-0.1599065,0.4782040,4.0000000,0.4031518,1.0568122,18.8683014,0.5532560,1.5235037
259,-13,-4.824235531150472,18.567514007536481,-13.2432499,-0.0013223,24.7933884,-0.0972838,0.5186728,4.0000000,0.4466377,1.0562221,18.7751751,0.5907078,1.5650064
260,-13,-4.816778891150472,18.567514007536481,-13.2420177,-0.0025620,20.6611576,-0.0188134,0.5647072,4.0000000,0.5011548,1.0555727,18.6726513,0.6282595,1.6156765
261,-13,-4.809322251150472,18.567514007536481,-13.2407894,-0.0038017,16.5289249,0.0691516,0.6123028,4.0000000,0.5611660,1.0548290,18.5543213,0.6634396,1.6741248
262,-13,-4.801865611150472,18.567514007536481,-13.2395697,0.0050413,48.7603302,0.1474261,0.6524425,4.0000000,0.6144196,1.0539981,18.4173203,0.6904653,1.7303348
263,-13,-4.794408971150472,18.567514007536481,-13.2383633,0.0038843,43.8016510,0.2052287,0.6810208,4.0000000,0.6579964,1.0530843,18.2695618,0.7040452,1.7748845
264,-13,-4.786952331150472,18.567514007536481,-13.2371731,0.0027273,38.8429756,0.2419701,0.6984752,4.0000000,0.6923497,1.0520977,18.1058426,0.7046007,1.8021137
265,-13,-5.129957771150472,18.560057367536480,-13.2630224,-0.0023140,14.0495872,-0.5200326,-0.5014250,4.0000000,-0.2879691,1.0343151,14.7969007,-0.7148808,2.3097038
266,-13,-5.122501131150472,18.560057367536480,-13.2635107,-0.0018182,16.5289249,-0.5314314,-0.4303510,4.0000000,-0.2762012,1.0355630,15.0559683,-0.5845008,2.0539768
267,-13,-5.115044491150472,18.560057367536480,-13.2639589,-0.0013223,19.8347111,-0.5518984,-0.3619551,4.0000000,-0.2607130,1.0368633,15.3184414,-0.4631973,1.8698671
268,-13,-5.107587851150472,18.560057367536480,-13.2643700,-0.0008264,23.1404953,-0.5758014,-0.2952916,4.0000000,-0.2417676,1.0382171,15.5866318,-0.3488156,1.7380617
269,-13,-5.100131211150472,18.560057367536480,-13.2647476,-0.0004959,25.6198349,-0.6034334,-0.2332101,4.0000000,-0.2250829,1.0396290,15.8625555,-0.2413373,1.6634158
270,-13,-5.092674571150472,18.560057367536480,-13.2650957,-0.0001653,28.0991745,-0.6358590,-0.1801686,4.0000000,-0.2220221,1.0411011,16.1435070,-0.1383151,1.6493760
271,-13,-5.085217931150471,18.560057367536480,-13.2654152,0.0000826,29.7520657,-0.6740897,-0.1410659,4.0000000,-0.2419323,1.0426393,16.4322395,-0.0401994,1.6928256
272,-13,-5.077761291150471,18.560057367536480,-13.2657061,0.0003306,31.4049587,-0.7261527,-0.1172976,4.0000000,-0.2916869,1.0442454,16.7275200,0.0570916,1.8007476
273,-13,-5.070304651150471,18.560057367536480,-13.2659674,0.0005785,33.0578499,-0.7870559,-0.1021391,4.0000000,-0.3598332,1.0459195,17.0289135,0.1555550,1.9452711
274,-13,-5.062848011150471,18.560057367536480,-13.2661943,0.0007438,33.8842964,-0.8461536,-0.0833764,4.0000000,-0.4250317,1.0476639,17.3360710,0.2582789,2.0857337
275,-13,-5.055391371150471,18.560057367536480,-13.2663860,0.0009091,34.7107430,-0.8958766,-0.0633407,4.0000000,-0.4877133,1.0494636,17.6496582,0.3610319,2.2070215
