OID_,RegQ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
3679,-12,-2.467937291150471,21.445777047536481,-12.7784948,0.0035537,35.5371895,0.0048454,-0.3533772,4.0000000,-0.2295523,1.0103383,8.2138224,-0.4772021,0.5067359
3680,-12,-2.460480651150471,21.445777047536481,-12.7774391,0.0026446,26.4462814,-0.0859227,-0.2657134,4.0000000,-0.2096710,1.0105036,8.2799492,-0.3217558,0.4724362
3681,-12,-2.453024011150471,21.445777047536481,-12.7763748,0.0017355,17.3553715,-0.1647574,-0.1829353,4.0000000,-0.1960166,1.0105010,8.2765112,-0.1698541,0.4834182
3682,-12,-2.445567371150471,21.445777047536481,-12.7753105,0.0006612,9.0909090,-0.2235701,-0.1146716,4.0000000,-0.1897894,1.0103525,8.2145348,-0.0395539,0.5215337
3683,-12,-2.438110731150471,21.445777047536481,-12.7742529,-0.0008264,3.3057852,-0.2559790,-0.0689103,4.0000000,-0.1891321,1.0101025,8.1131706,0.0513115,0.5534541
3684,-12,-2.430654091150471,21.445777047536481,-12.7732077,-0.0020661,0.0000000,-0.2645157,-0.0459129,4.0000000,-0.1915954,1.0098107,7.9927521,0.0997696,0.5594175
3685,-12,-2.423197451150471,21.445777047536481,-12.7721748,-0.0029752,0.0000000,-0.2539665,-0.0442250,4.0000000,-0.1975175,1.0095371,7.8781500,0.1090676,0.5362395
3686,-12,-2.415740811150471,21.445777047536481,-12.7711535,-0.0038843,0.0000000,-0.2300483,-0.0573255,4.0000000,-0.2046629,1.0093058,7.7812757,0.0900119,0.4917378
3687,-12,-2.408284171150471,21.445777047536481,-12.7701416,-0.0047934,0.0000000,-0.1954841,-0.0835501,4.0000000,-0.2093326,1.0091437,7.7123885,0.0422325,0.4351965
3688,-12,-2.400827531150471,21.445777047536481,-12.7691345,0.0042975,42.9752083,-0.1534466,-0.1192518,4.0000000,-0.2106934,1.0090832,7.6860409,-0.0278101,0.3779730
3689,-12,-2.393370891150471,21.445777047536481,-12.7681274,0.0033884,33.8842964,-0.1071246,-0.1651579,4.0000000,-0.2074783,1.0091310,7.7054901,-0.1228375,0.3358412
3690,-12,-2.385914251150471,21.445777047536481,-12.7671146,0.0024793,24.7933884,-0.0634649,-0.2159343,4.0000000,-0.1961890,1.0093123,7.7815681,-0.2356796,0.3249455
3691,-12,-2.378457611150471,21.445777047536481,-12.7660875,0.0015702,15.7024794,-0.0298426,-0.2637815,4.0000000,-0.1780010,1.0096463,7.9197650,-0.3495619,0.3494436
3692,-12,-2.371000971150471,21.445777047536481,-12.7650385,-0.0001653,6.6115704,-0.0135904,-0.2931750,4.0000000,-0.1536337,1.0101022,8.1071377,-0.4327163,0.3828176
3693,-12,-2.743832971150471,21.438320407536480,-12.8043966,-0.0002479,0.0000000,-0.0087339,-0.1376936,4.0000000,-0.2598256,1.0049314,5.6821194,-0.0155616,0.0958416
3694,-12,-2.736376331150471,21.438320407536480,-12.8037615,-0.0005785,0.0000000,-0.0074762,-0.1358905,4.0000000,-0.2301271,1.0049309,5.6812639,-0.0416540,0.0911013
3695,-12,-2.728919691150471,21.438320407536480,-12.8031282,-0.0010744,0.0000000,-0.0037932,-0.1413870,4.0000000,-0.2046055,1.0049142,5.6712723,-0.0781685,0.0896431
3696,-12,-2.721463051150471,21.438320407536480,-12.8024969,-0.0017355,0.0000000,0.0015122,-0.1527135,4.0000000,-0.1834367,1.0048995,5.6610742,-0.1219903,0.0922334
3697,-12,-2.714006411150471,21.438320407536480,-12.8018646,-0.0025620,0.0000000,0.0075689,-0.1688850,4.0000000,-0.1678399,1.0048958,5.6578155,-0.1699301,0.1008984
3698,-12,-2.706549771150471,21.438320407536480,-12.8012295,-0.0034711,0.0000000,0.0108269,-0.1813888,4.0000000,-0.1538195,1.0048974,5.6587749,-0.2089581,0.1119274
3699,-12,-2.699093131150471,21.438320407536480,-12.8005905,-0.0043802,0.0000000,0.0127974,-0.1916839,4.0000000,-0.1420148,1.0049081,5.6654286,-0.2413531,0.1234003
3700,-12,-2.691636491150471,21.438320407536480,-12.7999468,0.0047107,47.1074371,0.0108366,-0.1932006,4.0000000,-0.1298611,1.0049275,5.6762047,-0.2565402,0.1296803
3701,-12,-2.684179851150471,21.438320407536480,-12.7992964,0.0038017,38.0165291,0.0071501,-0.1888597,4.0000000,-0.1190780,1.0049444,5.6861167,-0.2586414,0.1304034
3702,-12,-2.676723211150471,21.438320407536480,-12.7986403,0.0028926,28.9256191,0.0024396,-0.1786699,4.0000000,-0.1082691,1.0049545,5.6917510,-0.2490708,0.1247611
3703,-12,-2.669266571150471,21.438320407536480,-12.7979794,0.0020661,20.6611576,0.0005867,-0.1684598,4.0000000,-0.1017277,1.0049605,5.6964130,-0.2351919,0.1141372
3704,-12,-2.661809931150471,21.438320407536480,-12.7973137,0.0013223,13.2231407,-0.0003070,-0.1558066,4.0000000,-0.0963073,1.0049683,5.7000322,-0.2153058,0.0993014
3705,-12,-2.654353291150471,21.438320407536480,-12.7966433,0.0007438,7.4380164,-0.0008646,-0.1390035,4.0000000,-0.0917408,1.0049779,5.7062650,-0.1862662,0.0803386
3706,-12,-2.646896651150471,21.438320407536480,-12.7959690,0.0003306,3.3057852,-0.0039074,-0.1129473,4.0000000,-0.0852011,1.0049807,5.7083778,-0.1406936,0.0598992
3707,-12,-2.639440011150471,21.438320407536480,-12.7952919,0.0000826,0.8264463,-0.0084193,-0.0788603,4.0000000,-0.0763610,1.0049607,5.6986656,-0.0813597,0.0425420
3708,-12,-2.631983371150471,21.438320407536480,-12.7946157,-0.0000826,0.0000000,-0.0129870,-0.0406320,4.0000000,-0.0671699,1.0049114,5.6711230,-0.0140942,0.0332669
3709,-12,-2.624526731150471,21.438320407536480,-12.7939434,-0.0003306,0.0000000,-0.0156216,-0.0072679,4.0000000,-0.0601024,1.0048333,5.6238637,0.0455666,0.0320829
3710,-12,-2.617070091150471,21.438320407536480,-12.7932787,-0.0007438,0.0000000,-0.0169728,0.0175950,4.0000000,-0.0589911,1.0047340,5.5653510,0.0941812,0.0358039
3711,-12,-2.609613451150471,21.438320407536480,-12.7926216,-0.0013223,0.0000000,-0.0164281,0.0271277,4.0000000,-0.0644465,1.0046250,5.4985647,0.1187018,0.0363739
3712,-12,-2.602156811150471,21.438320407536480,-12.7919750,-0.0020661,0.0000000,-0.0152899,0.0210950,4.0000000,-0.0797903,1.0045257,5.4364748,0.1219804,0.0328713
3713,-12,-2.594700171150471,21.438320407536480,-12.7913370,-0.0029752,0.0000000,-0.0138811,0.0014418,4.0000000,-0.1045663,1.0044541,5.3932843,0.1074499,0.0282631
3714,-12,-2.587243531150471,21.438320407536480,-12.7907057,-0.0038843,0.0000000,-0.0117592,-0.0267297,4.0000000,-0.1344166,1.0044124,5.3667893,0.0809572,0.0269478
3715,-12,-2.579786891150471,21.438320407536480,-12.7900782,-0.0047934,0.0000000,-0.0079724,-0.0614607,4.0000000,-0.1694907,1.0044116,5.3658466,0.0465693,0.0318435
3716,-12,-2.572330251150471,21.438320407536480,-12.7894516,0.0042975,42.9752083,0.0002137,-0.1047048,4.0000000,-0.2077902,1.0044481,5.3866420,-0.0016194,0.0445914
3717,-12,-2.564873611150471,21.438320407536480,-12.7888231,0.0033884,33.8842964,0.0158991,-0.1584021,4.0000000,-0.2487781,1.0045315,5.4346766,-0.0680260,0.0703416
3718,-12,-2.557416971150471,21.438320407536480,-12.7881870,0.0024793,24.7933884,0.0414929,-0.2222933,4.0000000,-0.2901879,1.0046740,5.5202780,-0.1543988,0.1174003
3719,-12,-2.549960331150471,21.438320407536480,-12.7875395,0.0016529,16.5289249,0.0792757,-0.2963595,4.0000000,-0.3310056,1.0048860,5.6410217,-0.2617134,0.1969593
3720,-12,-2.542503691150471,21.438320407536480,-12.7868719,0.0009917,9.9173555,0.1269623,-0.3737476,4.0000000,-0.3667332,1.0051876,5.8118081,-0.3807620,0.3110779
3721,-12,-2.535047051150471,21.438320407536480,-12.7861776,0.0004959,4.9586778,0.1797567,-0.4473832,4.0000000,-0.3934003,1.0055776,6.0282073,-0.5013662,0.4499165
3722,-12,-2.527590411150471,21.438320407536480,-12.7854509,0.0000000,1.6528926,0.2243557,-0.5012370,4.0000000,-0.4021060,1.0060571,6.2830563,-0.6003679,0.5673957
3723,-12,-2.520133771150471,21.438320407536480,-12.7846851,-0.0005785,0.0000000,0.2590024,-0.5399601,4.0000000,-0.3982306,1.0065973,6.5590453,-0.6816898,0.6614036
3724,-12,-2.512677131150471,21.438320407536480,-12.7838793,-0.0012397,0.0000000,0.2725572,-0.5553469,4.0000000,-0.3809881,1.0071789,6.8429151,-0.7297058,0.7028723
3725,-12,-2.505220491150471,21.438320407536480,-12.7830305,-0.0021488,0.0000000,0.2683370,-0.5554598,4.0000000,-0.3561921,1.0077779,7.1236963,-0.7547275,0.7124345
3726,-12,-2.497763851150471,21.438320407536480,-12.7821417,-0.0030579,0.0000000,0.2430805,-0.5381707,4.0000000,-0.3262011,1.0083555,7.3836002,-0.7501403,0.6873596
3727,-12,-2.490307211150471,21.438320407536480,-12.7812138,-0.0039669,0.0000000,0.2036806,-0.5119854,4.0000000,-0.2949980,1.0089048,7.6221032,-0.7289727,0.6562520
3728,-12,-2.482850571150471,21.438320407536480,-12.7802505,-0.0048760,0.0000000,0.1456445,-0.4698880,4.0000000,-0.2631769,1.0094006,7.8313808,-0.6765990,0.6070322
3729,-12,-2.475393931150471,21.438320407536480,-12.7792559,0.0042149,42.1487617,0.0707920,-0.4099343,4.0000000,-0.2347034,1.0098044,7.9993467,-0.5851651,0.5460000
3730,-12,-2.467937291150471,21.438320407536480,-12.7782373,0.0033058,33.0578499,-0.0164547,-0.3350551,4.0000000,-0.2098200,1.0100712,8.1080236,-0.4602902,0.4982621
3731,-12,-2.460480651150471,21.438320407536480,-12.7772036,0.0023967,23.9669418,-0.1067398,-0.2531993,4.0000000,-0.1914956,1.0101819,8.1527033,-0.3149030,0.4881125
3732,-12,-2.453024011150471,21.438320407536480,-12.7761621,0.0014876,14.8760328,-0.1856331,-0.1766819,4.0000000,-0.1808712,1.0101334,8.1307688,-0.1724925,0.5166680
3733,-12,-2.445567371150471,21.438320407536480,-12.7751226,0.0004132,7.4380164,-0.2446562,-0.1158641,4.0000000,-0.1800440,1.0099519,8.0537786,-0.0516841,0.5655928
3734,-12,-2.438110731150471,21.438320407536480,-12.7740908,-0.0009917,2.4793389,-0.2769066,-0.0773062,4.0000000,-0.1855975,1.0096829,7.9430637,0.0309852,0.6011091
3735,-12,-2.430654091150471,21.438320407536480,-12.7730713,-0.0021488,0.0000000,-0.2849389,-0.0610290,4.0000000,-0.1956597,1.0093833,7.8164740,0.0736016,0.6076683
3736,-12,-2.423197451150471,21.438320407536480,-12.7720642,-0.0030579,0.0000000,-0.2735333,-0.0641477,4.0000000,-0.2078427,1.0091072,7.6987700,0.0795472,0.5850117
3737,-12,-2.415740811150471,21.438320407536480,-12.7710686,-0.0039669,0.0000000,-0.2473764,-0.0820651,4.0000000,-0.2211599,1.0088795,7.6016374,0.0570297,0.5412842
3738,-12,-2.408284171150471,21.438320407536480,-12.7700815,-0.0048760,0.0000000,-0.2089559,-0.1121524,4.0000000,-0.2303987,1.0087291,7.5359349,0.0060939,0.4857175
3739,-12,-2.400827531150471,21.438320407536480,-12.7690992,0.0042149,42.1487617,-0.1629598,-0.1509954,4.0000000,-0.2349396,1.0086855,7.5172620,-0.0670512,0.4326866
3740,-12,-2.393370891150471,21.438320407536480,-12.7681141,0.0033058,33.0578499,-0.1138298,-0.1976372,4.0000000,-0.2314862,1.0087574,7.5464764,-0.1637881,0.3979895
3741,-12,-2.385914251150471,21.438320407536480,-12.7671213,0.0023967,23.9669418,-0.0687326,-0.2476820,5.0000000,-0.2196597,1.0089642,7.6350312,-0.2757044,0.3962419
3742,-12,-2.378457611150471,21.438320407536480,-12.7661123,0.0014876,14.8760328,-0.0366162,-0.2902029,4.0000000,-0.1975592,1.0093193,7.7872620,-0.3828466,0.4235515
3743,-12,-2.736376331150471,21.430863767536479,-12.8033686,-0.0009091,0.0000000,-0.0139405,-0.0876070,4.0000000,-0.1758534,1.0050473,5.7480469,0.0006394,0.0600939
3744,-12,-2.728919691150471,21.430863767536479,-12.8027353,-0.0014876,0.0000000,-0.0110198,-0.0991665,4.0000000,-0.1576123,1.0050156,5.7289996,-0.0407207,0.0628554
3745,-12,-2.721463051150471,21.430863767536479,-12.8021049,-0.0022314,0.0000000,-0.0062078,-0.1175244,4.0000000,-0.1450530,1.0049851,5.7086306,-0.0899959,0.0691555
3746,-12,-2.714006411150471,21.430863767536479,-12.8014755,-0.0031405,0.0000000,-0.0005939,-0.1392721,4.0000000,-0.1365950,1.0049622,5.6962018,-0.1419491,0.0803367
3747,-12,-2.706549771150471,21.430863767536479,-12.8008461,-0.0040496,0.0000000,0.0033284,-0.1583350,4.0000000,-0.1283589,1.0049472,5.6879897,-0.1883110,0.0953012
3748,-12,-2.699093131150471,21.430863767536479,-12.8002138,-0.0049587,0.0000000,0.0059575,-0.1747051,4.0000000,-0.1217660,1.0049443,5.6853194,-0.2276442,0.1119984
3749,-12,-2.691636491150471,21.430863767536479,-12.7995768,0.0041322,41.3223152,0.0054495,-0.1840070,4.0000000,-0.1140907,1.0049479,5.6880331,-0.2539232,0.1265042
3750,-12,-2.684179851150471,21.430863767536479,-12.7989349,0.0032231,32.2314034,0.0027470,-0.1862397,4.0000000,-0.1062252,1.0049497,5.6893091,-0.2662542,0.1353087
3751,-12,-2.676723211150471,21.430863767536479,-12.7982883,0.0023967,23.9669418,-0.0002850,-0.1833428,4.0000000,-0.1003569,1.0049508,5.6898208,-0.2663287,0.1371132
3752,-12,-2.669266571150471,21.430863767536479,-12.7976360,0.0016529,16.5289249,-0.0011681,-0.1789682,4.0000000,-0.0974909,1.0049514,5.6898260,-0.2604455,0.1324736
3753,-12,-2.661809931150471,21.430863767536479,-12.7969790,0.0009917,9.9173555,-0.0010380,-0.1711759,4.0000000,-0.0952708,1.0049560,5.6922054,-0.2470809,0.1211420
3754,-12,-2.654353291150471,21.430863767536479,-12.7963161,0.0004959,4.9586778,-0.0008331,-0.1597219,4.0000000,-0.0936181,1.0049653,5.6980491,-0.2258258,0.1053621
3755,-12,-2.646896651150471,21.430863767536479,-12.7956486,0.0001653,1.6528926,-0.0036152,-0.1370649,4.0000000,-0.0897164,1.0049684,5.7017369,-0.1844134,0.0837677
3756,-12,-2.639440011150471,21.430863767536479,-12.7949781,0.0000000,0.0000000,-0.0084876,-0.1046732,4.0000000,-0.0829465,1.0049546,5.6955500,-0.1263998,0.0619261
3757,-12,-2.631983371150471,21.430863767536479,-12.7943068,-0.0001653,0.0000000,-0.0136831,-0.0676509,4.0000000,-0.0764678,1.0049160,5.6723709,-0.0588340,0.0466027
3758,-12,-2.624526731150471,21.430863767536479,-12.7936373,-0.0004959,0.0000000,-0.0168206,-0.0347579,4.0000000,-0.0731482,1.0048481,5.6327376,0.0036324,0.0392788
3759,-12,-2.617070091150471,21.430863767536479,-12.7929735,-0.0009917,0.0000000,-0.0181877,-0.0084297,4.0000000,-0.0732230,1.0047598,5.5801845,0.0563635,0.0373845
3760,-12,-2.609613451150471,21.430863767536479,-12.7923174,-0.0016529,0.0000000,-0.0171880,0.0013660,4.0000000,-0.0836246,1.0046636,5.5197940,0.0863567,0.0350250
3761,-12,-2.602156811150471,21.430863767536479,-12.7916698,-0.0024793,0.0000000,-0.0155673,-0.0036742,4.0000000,-0.1030474,1.0045782,5.4687891,0.0956989,0.0317774
3762,-12,-2.594700171150471,21.430863767536479,-12.7910290,-0.0033884,0.0000000,-0.0139915,-0.0199015,4.0000000,-0.1299956,1.0045223,5.4347911,0.0901927,0.0301865
3763,-12,-2.587243531150471,21.430863767536479,-12.7903938,-0.0042975,0.0000000,-0.0124833,-0.0448814,4.0000000,-0.1632571,1.0044991,5.4174676,0.0734942,0.0338156
3764,-12,-2.579786891150471,21.430863767536479,-12.7897615,0.0047934,47.9338837,-0.0095414,-0.0764212,4.0000000,-0.2004381,1.0045128,5.4269419,0.0475957,0.0435616
3765,-12,-2.572330251150471,21.430863767536479,-12.7891293,0.0038843,38.8429756,-0.0028127,-0.1142855,4.0000000,-0.2382237,1.0045651,5.4577298,0.0096527,0.0594582
3766,-12,-2.564873611150471,21.430863767536479,-12.7884941,0.0029752,29.7520657,0.0109048,-0.1613891,4.0000000,-0.2765121,1.0046632,5.5138640,-0.0462661,0.0846243
3767,-12,-2.557416971150471,21.430863767536479,-12.7878523,0.0020661,20.6611576,0.0351675,-0.2216011,4.0000000,-0.3176435,1.0048167,5.6027751,-0.1255587,0.1293683
3768,-12,-2.549960331150471,21.430863767536479,-12.7871981,0.0013223,13.2231407,0.0701638,-0.2895627,4.0000000,-0.3544757,1.0050367,5.7284193,-0.2246496,0.1997810
3769,-12,-2.542503691150471,21.430863767536479,-12.7865257,0.0007438,7.4380164,0.1148914,-0.3620638,4.0000000,-0.3876988,1.0053426,5.8990383,-0.3364289,0.3013192
3770,-12,-2.535047051150471,21.430863767536479,-12.7858276,0.0002479,3.3057852,0.1631800,-0.4288947,4.0000000,-0.4081759,1.0057311,6.1116352,-0.4496134,0.4184948
3771,-12,-2.527590411150471,21.430863767536479,-12.7850981,-0.0002479,0.8264463,0.2044883,-0.4781538,4.0000000,-0.4118529,1.0061994,6.3578572,-0.5444547,0.5166110
3772,-12,-2.520133771150471,21.430863767536479,-12.7843313,-0.0008264,0.0000000,0.2339713,-0.5106289,4.0000000,-0.3996570,1.0067168,6.6189761,-0.6216007,0.5875510
3773,-12,-2.512677131150471,21.430863767536479,-12.7835274,-0.0015702,0.0000000,0.2462136,-0.5241671,4.0000000,-0.3754356,1.0072635,6.8846846,-0.6728986,0.6198102
3774,-12,-2.505220491150471,21.430863767536479,-12.7826834,-0.0024793,0.0000000,0.2395010,-0.5214808,4.0000000,-0.3433740,1.0078211,7.1446738,-0.6995876,0.6221479
3775,-12,-2.497763851150471,21.430863767536479,-12.7818012,-0.0033884,0.0000000,0.2136396,-0.5038320,4.0000000,-0.3070404,1.0083468,7.3804317,-0.7006235,0.6012687
3776,-12,-2.490307211150471,21.430863767536479,-12.7808847,-0.0042975,0.0000000,0.1751731,-0.4787291,4.0000000,-0.2718786,1.0088358,7.5927496,-0.6855797,0.5795470
3777,-12,-2.482850571150471,21.430863767536479,-12.7799349,0.0047934,47.9338837,0.1181540,-0.4381884,4.0000000,-0.2361919,1.0092686,7.7778406,-0.6401849,0.5450449
3778,-12,-2.475393931150471,21.430863767536479,-12.7789574,0.0038843,38.8429756,0.0448316,-0.3807449,4.0000000,-0.2046104,1.0096055,7.9189439,-0.5568793,0.5040817
3779,-12,-2.467937291150471,21.430863767536479,-12.7779579,0.0029752,29.7520657,-0.0401577,-0.3090675,4.0000000,-0.1776285,1.0098118,8.0036764,-0.4405065,0.4776072
3780,-12,-2.460480651150471,21.430863767536479,-12.7769451,0.0020661,20.6611576,-0.1273597,-0.2323124,4.0000000,-0.1589394,1.0098701,8.0269156,-0.3056854,0.4881262
3781,-12,-2.453024011150471,21.430863767536479,-12.7759275,0.0012397,12.3966942,-0.2033305,-0.1625512,4.0000000,-0.1506424,1.0097734,7.9846048,-0.1744600,0.5325654
3782,-12,-2.445567371150471,21.430863767536479,-12.7749138,0.0001653,5.7851238,-0.2589103,-0.1099232,4.0000000,-0.1538601,1.0095569,7.8937826,-0.0659864,0.5885172
3783,-12,-2.438110731150471,21.430863767536479,-12.7739086,-0.0011570,1.6528926,-0.2903326,-0.0776147,4.0000000,-0.1642449,1.0092726,7.7735167,0.0090156,0.6280315
3784,-12,-2.430654091150471,21.430863767536479,-12.7729158,-0.0022314,0.0000000,-0.2979735,-0.0678171,4.0000000,-0.1821768,1.0089655,7.6397543,0.0465426,0.6372284
3785,-12,-2.423197451150471,21.430863767536479,-12.7719355,-0.0031405,0.0000000,-0.2866818,-0.0762250,4.0000000,-0.2012375,1.0086838,7.5186787,0.0487875,0.6182591
3786,-12,-2.415740811150471,21.430863767536479,-12.7709665,-0.0040496,0.0000000,-0.2603935,-0.0992132,4.0000000,-0.2199379,1.0084587,7.4196086,0.0215114,0.5801606
3787,-12,-2.408284171150471,21.430863767536479,-12.7700052,-0.0049587,0.0000000,-0.2206547,-0.1338830,4.0000000,-0.2353126,1.0083181,7.3554673,-0.0324533,0.5311832
3788,-12,-2.400827531150471,21.430863767536479,-12.7690468,0.0041322,41.3223152,-0.1734009,-0.1768242,4.0000000,-0.2454936,1.0082846,7.3419542,-0.1081548,0.4885032
3789,-12,-2.393370891150471,21.430863767536479,-12.7680855,0.0032231,32.2314034,-0.1235532,-0.2241766,4.0000000,-0.2451449,1.0083696,7.3785400,-0.2032083,0.4636205
3790,-12,-2.385914251150471,21.430863767536479,-12.7671146,0.0023140,23.1404953,-0.0792933,-0.2737146,4.0000000,-0.2354839,1.0085946,7.4764371,-0.3119454,0.4734695
3791,-12,-2.378457611150471,21.430863767536479,-12.7661257,0.0014050,14.0495872,-0.0510805,-0.3125787,4.0000000,-0.2131513,1.0089635,7.6384878,-0.4120061,0.5086147
3792,-12,-2.728919691150471,21.423407127536478,-12.8023281,-0.0019008,0.0000000,-0.0141525,-0.0542469,4.0000000,-0.1180668,1.0051060,5.7775130,0.0095730,0.0410454
3793,-12,-2.721463051150471,21.423407127536478,-12.8016987,-0.0027273,0.0000000,-0.0108397,-0.0764776,4.0000000,-0.1106788,1.0050595,5.7517443,-0.0422763,0.0461025
3794,-12,-2.714006411150471,21.423407127536478,-12.8010721,-0.0036364,0.0000000,-0.0059986,-0.1040496,4.0000000,-0.1076525,1.0050224,5.7305813,-0.1004467,0.0564384
3795,-12,-2.706549771150471,21.423407127536478,-12.8004465,-0.0045455,0.0000000,-0.0024794,-0.1282158,4.0000000,-0.1030048,1.0049965,5.7152777,-0.1534268,0.0720100
3796,-12,-2.699093131150471,21.423407127536478,-12.7998199,0.0045455,45.4545441,0.0003076,-0.1509085,4.0000000,-0.1002341,1.0049803,5.7049994,-0.2015830,0.0919860
3797,-12,-2.691636491150471,21.423407127536478,-12.7991905,0.0036364,36.3636360,0.0005506,-0.1670200,4.0000000,-0.0968142,1.0049690,5.6992064,-0.2372259,0.1122223
3798,-12,-2.684179851150471,21.423407127536478,-12.7985573,0.0027273,27.2727280,-0.0008810,-0.1772801,4.0000000,-0.0932713,1.0049586,5.6946177,-0.2612889,0.1294253
3799,-12,-2.676723211150471,21.423407127536478,-12.7979193,0.0019835,19.8347111,-0.0027032,-0.1816816,4.0000000,-0.0913210,1.0049509,5.6882601,-0.2720422,0.1395228
3800,-12,-2.669266571150471,21.423407127536478,-12.7972765,0.0013223,13.2231407,-0.0026516,-0.1848489,4.0000000,-0.0921266,1.0049444,5.6849623,-0.2775711,0.1441223
3801,-12,-2.661809931150471,21.423407127536478,-12.7966290,0.0007438,7.4380164,-0.0021287,-0.1831414,4.0000000,-0.0922541,1.0049434,5.6852608,-0.2740286,0.1405121
3802,-12,-2.654353291150471,21.423407127536478,-12.7959757,0.0003306,3.3057852,-0.0011167,-0.1767951,4.0000000,-0.0933912,1.0049493,5.6877837,-0.2601990,0.1292067
3803,-12,-2.646896651150471,21.423407127536478,-12.7953167,0.0000826,0.8264463,-0.0034729,-0.1587605,4.0000000,-0.0912393,1.0049539,5.6934938,-0.2262817,0.1094888
3804,-12,-2.639440011150471,21.423407127536478,-12.7946529,-0.0000826,0.0000000,-0.0077749,-0.1307369,4.0000000,-0.0883698,1.0049473,5.6898837,-0.1731040,0.0853715
3805,-12,-2.631983371150471,21.423407127536478,-12.7939873,-0.0003306,0.0000000,-0.0132086,-0.0951629,4.0000000,-0.0847013,1.0049170,5.6720438,-0.1056246,0.0638442
3806,-12,-2.624526731150471,21.423407127536478,-12.7933226,-0.0007438,0.0000000,-0.0165814,-0.0634761,4.0000000,-0.0842153,1.0048597,5.6391730,-0.0427369,0.0502978
3807,-12,-2.617070091150471,21.423407127536478,-12.7926617,-0.0013223,0.0000000,-0.0177799,-0.0381054,4.0000000,-0.0885468,1.0047841,5.5934820,0.0123359,0.0422404
3808,-12,-2.609613451150471,21.423407127536478,-12.7920065,-0.0020661,0.0000000,-0.0159864,-0.0292658,4.0000000,-0.1035497,1.0047033,5.5440345,0.0450181,0.0361525
3809,-12,-2.602156811150471,21.423407127536478,-12.7913580,-0.0029752,0.0000000,-0.0137590,-0.0330668,4.0000000,-0.1273423,1.0046389,5.5037355,0.0612086,0.0326048
3810,-12,-2.594700171150471,21.423407127536478,-12.7907152,-0.0038843,0.0000000,-0.0122046,-0.0480464,4.0000000,-0.1595396,1.0046043,5.4829187,0.0634468,0.0344672
3811,-12,-2.587243531150471,21.423407127536478,-12.7900753,-0.0047934,0.0000000,-0.0114258,-0.0686187,4.0000000,-0.1944764,1.0046011,5.4803095,0.0572390,0.0427809
3812,-12,-2.579786891150471,21.423407127536478,-12.7894373,0.0042975,42.9752083,-0.0095314,-0.0957516,4.0000000,-0.2322376,1.0046356,5.5000501,0.0407343,0.0572686
3813,-12,-2.572330251150471,21.423407127536478,-12.7887983,0.0033884,33.8842964,-0.0044836,-0.1277486,4.0000000,-0.2687954,1.0047071,5.5419645,0.0132981,0.0763420
3814,-12,-2.564873611150471,21.423407127536478,-12.7881556,0.0024793,24.7933884,0.0066390,-0.1677671,4.0000000,-0.3048592,1.0048200,5.6065063,-0.0306749,0.1021321
3815,-12,-2.557416971150471,21.423407127536478,-12.7875051,0.0016529,16.5289249,0.0279756,-0.2209005,4.0000000,-0.3423458,1.0049835,5.6985345,-0.0994553,0.1431146
3816,-12,-2.549960331150471,21.423407127536478,-12.7868433,0.0009917,9.9173555,0.0606623,-0.2837293,4.0000000,-0.3761770,1.0052106,5.8276377,-0.1912816,0.2060074
3817,-12,-2.542503691150471,21.423407127536478,-12.7861643,0.0004959,4.9586778,0.1008784,-0.3486807,4.0000000,-0.4036459,1.0055199,5.9979892,-0.2937155,0.2917493
3818,-12,-2.535047051150471,21.423407127536478,-12.7854595,0.0000000,1.6528926,0.1439468,-0.4075056,4.0000000,-0.4164933,1.0059062,6.2043457,-0.3985179,0.3854974
3819,-12,-2.527590411150471,21.423407127536478,-12.7847261,-0.0004959,0.0000000,0.1804455,-0.4504874,4.0000000,-0.4129358,1.0063598,6.4410105,-0.4880390,0.4615848
3820,-12,-2.520133771150471,21.423407127536478,-12.7839575,-0.0010744,0.0000000,0.2046658,-0.4764789,4.0000000,-0.3927862,1.0068517,6.6867175,-0.5601715,0.5104098
3821,-12,-2.512677131150471,21.423407127536478,-12.7831545,-0.0019008,0.0000000,0.2113206,-0.4840719,4.0000000,-0.3576232,1.0073622,6.9330530,-0.6105207,0.5263481
3822,-12,-2.505220491150471,21.423407127536478,-12.7823143,-0.0028099,0.0000000,0.2020536,-0.4786120,4.0000000,-0.3172108,1.0078714,7.1680408,-0.6400132,0.5235611
3823,-12,-2.497763851150471,21.423407127536478,-12.7814398,-0.0037190,0.0000000,0.1770183,-0.4613358,4.0000000,-0.2750331,1.0083430,7.3786383,-0.6476386,0.5082646
3824,-12,-2.490307211150471,21.423407127536478,-12.7805328,-0.0046281,0.0000000,0.1386085,-0.4358773,4.0000000,-0.2335755,1.0087694,7.5669465,-0.6381792,0.4936103
3825,-12,-2.482850571150471,21.423407127536478,-12.7795973,0.0044628,44.6280975,0.0835752,-0.3959293,4.0000000,-0.1940215,1.0091395,7.7243152,-0.5978370,0.4709887
