OID_,RegQ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
501,-12,-2.244238091150471,21.721672727536479,-12.7283325,0.0033058,39.6694221,-0.3138755,-0.0161998,4.0000000,-0.5664101,1.0270475,13.1798019,0.5340105,0.7027366
502,-12,-3.049555211150471,21.714216087536482,-12.7888079,0.0038843,38.8429756,-0.0976307,0.0464465,4.0000000,-0.2582081,1.0097661,7.9590659,0.3511012,0.2108375
503,-12,-3.042098571150471,21.714216087536482,-12.7894068,0.0045455,45.4545441,-0.0664471,0.1095553,4.0000000,-0.1620032,1.0094992,7.8494859,0.3811139,0.1855504
504,-12,-3.034641931150471,21.714216087536482,-12.7900038,-0.0047934,0.0000000,-0.0282356,0.1697974,4.0000000,-0.0624607,1.0093148,7.7723980,0.4020554,0.1752644
505,-12,-3.027185291150471,21.714216087536482,-12.7906036,-0.0041322,0.0000000,0.0169363,0.2319591,4.0000000,0.0435694,1.0092144,7.7306519,0.4203489,0.1848131
506,-12,-3.019728651150471,21.714216087536482,-12.7912111,-0.0034711,0.0000000,0.0630313,0.2887920,4.0000000,0.1469632,1.0092129,7.7316823,0.4306209,0.2121944
507,-12,-3.012272011150471,21.714216087536482,-12.7918329,-0.0028099,0.0000000,0.1016547,0.3343108,4.0000000,0.2337785,1.0093100,7.7726460,0.4348432,0.2503807
508,-12,-3.004815371150471,21.714216087536482,-12.7924738,-0.0021488,0.8264463,0.1219515,0.3557864,4.0000000,0.2879362,1.0094755,7.8448486,0.4236365,0.2706537
509,-12,-2.997358731150471,21.714216087536482,-12.7931347,-0.0015702,1.6528926,0.1213066,0.3513539,4.0000000,0.3053463,1.0096768,7.9323010,0.3973614,0.2597890
510,-12,-2.989902091150471,21.714216087536482,-12.7938166,-0.0009917,3.3057852,0.1005662,0.3205855,4.0000000,0.2865550,1.0098815,8.0186014,0.3546161,0.2175340
511,-12,-2.982445451150471,21.714216087536482,-12.7945156,-0.0003306,5.7851238,0.0648550,0.2676250,4.0000000,0.2353669,1.0100486,8.0894966,0.2998832,0.1624926
512,-12,-2.974988811150471,21.714216087536482,-12.7952261,0.0003306,9.0909090,0.0193957,0.1953941,4.0000000,0.1541185,1.0101345,8.1259174,0.2366697,0.1179555
513,-12,-2.967532171150471,21.714216087536482,-12.7959404,0.0009091,12.3966942,-0.0287881,0.1118055,4.0000000,0.0496231,1.0101112,8.1200409,0.1739878,0.1114260
514,-12,-2.960075531150471,21.714216087536482,-12.7966509,0.0014876,16.5289249,-0.0804540,0.0144227,4.0000000,-0.0834104,1.0099578,8.0622358,0.1122558,0.1681829
515,-12,-2.952618891150471,21.714216087536482,-12.7973461,0.0020661,21.4876041,-0.1369886,-0.0983006,4.0000000,-0.2479932,1.0096493,7.9389238,0.0513920,0.3260978
516,-12,-2.945162251150471,21.714216087536482,-12.7980156,0.0026446,26.4462814,-0.1967652,-0.2199989,4.0000000,-0.4438628,1.0091689,7.7410598,0.0038650,0.6128032
517,-12,-2.937705611150471,21.714216087536482,-12.7986450,0.0032231,32.2314034,-0.2602702,-0.3433951,4.0000000,-0.6657971,1.0085306,7.4693365,-0.0209933,1.0345020
518,-12,-2.930248971150471,21.714216087536482,-12.7992220,0.0038017,38.0165291,-0.3239711,-0.4522682,4.0000000,-0.8986114,1.0077631,7.1233549,-0.0059249,1.5252886
519,-12,-2.922792331150471,21.714216087536482,-12.7997322,0.0042975,42.9752083,-0.3880354,-0.5324335,4.0000000,-1.1194799,1.0069251,6.7259846,0.0546130,1.9813876
520,-12,-2.915335691150471,21.714216087536482,-12.8001680,-0.0052066,0.0000000,-0.4469378,-0.5792155,4.0000000,-1.3044490,1.0060933,6.3081036,0.1460180,2.3118565
521,-12,-2.907879051150471,21.714216087536482,-12.8005228,-0.0047934,0.0000000,-0.5072181,-0.5999093,4.0000000,-1.4489858,1.0053216,5.8926954,0.2491672,2.5287383
522,-12,-2.900422411150471,21.714216087536482,-12.8007956,-0.0044628,0.0000000,-0.5627623,-0.5936253,4.0000000,-1.5291038,1.0046442,5.5032191,0.3418531,2.6033850
523,-12,-2.892965771150471,21.714216087536482,-12.8009844,-0.0042149,0.0000000,-0.6160175,-0.5657720,4.0000000,-1.5330079,1.0040793,5.1586390,0.4014640,2.5716913
524,-12,-2.885509131150471,21.714216087536482,-12.8010931,-0.0039669,0.0000000,-0.6578768,-0.5150542,4.0000000,-1.4375592,1.0036339,4.8691244,0.4074510,2.4255013
525,-12,-2.878052491150471,21.714216087536482,-12.8011236,-0.0038017,0.0000000,-0.6785866,-0.4348413,5.0000000,-1.2236619,1.0032982,4.6403246,0.3539794,2.1506245
526,-12,-2.870595851150471,21.714216087536482,-12.8010826,-0.0038017,0.0000000,-0.6615998,-0.3228765,4.0000000,-0.9032903,1.0030506,4.4653454,0.2575373,1.7661165
527,-12,-2.863139211150471,21.714216087536482,-12.8009834,-0.0038017,0.0000000,-0.6108131,-0.1919506,4.0000000,-0.5454657,1.0028547,4.3239083,0.1615645,1.3862743
528,-12,-2.855682571150471,21.714216087536482,-12.8008385,-0.0039669,0.0000000,-0.5307006,-0.0597887,4.0000000,-0.2125163,1.0026816,4.1933575,0.0929389,1.0874949
529,-12,-2.848225931150471,21.714216087536482,-12.8006601,-0.0042149,0.0000000,-0.4382778,0.0592473,4.0000000,0.0577381,1.0025113,4.0574589,0.0607565,0.8995799
530,-12,-2.840769291150471,21.714216087536482,-12.8004618,-0.0044628,0.0000000,-0.3485135,0.1565908,4.0000000,0.2548209,1.0023329,3.9106259,0.0583606,0.8028485
531,-12,-2.833312651150471,21.714216087536482,-12.8002510,-0.0047934,0.0000000,-0.2724947,0.2304665,4.0000000,0.3874238,1.0021487,3.7521250,0.0735092,0.7646057
532,-12,-2.825856011150471,21.714216087536482,-12.8000364,-0.0051240,0.0000000,-0.2104752,0.2817770,4.0000000,0.4689133,1.0019652,3.5859294,0.0946407,0.7451909
533,-12,-2.818399371150471,21.714216087536482,-12.7998199,0.0044628,44.6280975,-0.1620704,0.3158342,4.0000000,0.5114875,1.0017879,3.4183178,0.1201810,0.7292036
534,-12,-2.810942731150471,21.714216087536482,-12.7996063,0.0040496,40.4958687,-0.1254478,0.3364982,4.0000000,0.5242641,1.0016237,3.2578528,0.1487323,0.7092124
535,-12,-2.803486091150471,21.714216087536482,-12.7993946,0.0035537,35.5371895,-0.1004335,0.3444766,4.0000000,0.5075225,1.0014805,3.1094232,0.1814308,0.6801836
536,-12,-2.796029451150471,21.714216087536482,-12.7991848,0.0029752,29.7520657,-0.1017274,0.3319279,4.0000000,0.4515645,1.0013664,2.9841168,0.2122913,0.6480995
537,-12,-2.788572811150471,21.714216087536482,-12.7989750,0.0024793,24.7933884,-0.1361375,0.3019929,4.0000000,0.3687650,1.0012934,2.9011240,0.2352208,0.6405590
538,-12,-2.781116171150471,21.714216087536482,-12.7987585,0.0019835,19.8347111,-0.1973654,0.2661369,4.0000000,0.2878109,1.0012685,2.8745270,0.2444630,0.6815285
539,-12,-2.773659531150471,21.714216087536482,-12.7985287,0.0015702,15.7024794,-0.2749304,0.2343871,4.0000000,0.2284823,1.0012920,2.9016519,0.2402918,0.7735556
540,-12,-2.766202891150471,21.714216087536482,-12.7982807,0.0012397,12.3966942,-0.3599063,0.2133451,4.0000000,0.2016422,1.0013651,2.9850123,0.2250479,0.9067615
541,-12,-2.758746251150471,21.714216087536482,-12.7980080,0.0009091,9.0909090,-0.4408673,0.2096124,3.0000000,0.2092073,1.0014871,3.1179914,0.2100175,1.0637685
542,-12,-2.751289611150471,21.714216087536482,-12.7977076,0.0006612,6.6115704,-0.5077099,0.2234290,4.0000000,0.2440021,1.0016526,3.2877975,0.2028558,1.2231964
543,-12,-2.743832971150471,21.714216087536482,-12.7973766,0.0004132,4.1322312,-0.5539280,0.2528240,4.0000000,0.3002920,1.0018513,3.4827909,0.2053561,1.3738357
544,-12,-2.430654091150471,21.714216087536482,-12.7691641,0.0043802,43.8016510,-0.1076930,-0.3186847,4.0000000,0.0166103,1.0141304,9.5743551,-0.6539798,0.6449955
545,-12,-2.423197451150471,21.714216087536482,-12.7679682,0.0032231,34.7107430,-0.0866945,-0.3422295,4.0000000,-0.0042341,1.0150731,9.8828478,-0.6802250,0.6669595
546,-12,-2.415740811150471,21.714216087536482,-12.7667274,0.0018182,25.6198349,-0.0684722,-0.3729016,4.0000000,-0.0247741,1.0160892,10.2048512,-0.7210291,0.7214477
547,-12,-2.408284171150471,21.714216087536482,-12.7654390,0.0001653,16.5289249,-0.0516210,-0.4044525,4.0000000,-0.0418974,1.0171896,10.5438280,-0.7670076,0.7899473
548,-12,-2.400827531150471,21.714216087536482,-12.7641020,-0.0014876,9.0909090,-0.0335145,-0.4246015,4.0000000,-0.0555998,1.0183835,10.9012365,-0.7936032,0.8236248
549,-12,-2.393370891150471,21.714216087536482,-12.7627125,-0.0028926,4.1322312,-0.0149076,-0.4352678,4.0000000,-0.0696780,1.0196277,11.2584543,-0.8008575,0.8250936
550,-12,-2.385914251150471,21.714216087536482,-12.7612743,-0.0041322,0.8264463,0.0043160,-0.4422211,4.0000000,-0.0854189,1.0209018,11.6117764,-0.7990233,0.8125536
551,-12,-2.378457611150471,21.714216087536482,-12.7597857,0.0047107,48.7603302,0.0232471,-0.4473656,4.0000000,-0.1031271,1.0222222,11.9672127,-0.7916042,0.7944295
552,-12,-2.371000971150471,21.714216087536482,-12.7582464,0.0033058,39.6694221,0.0426182,-0.4461710,4.0000000,-0.1228733,1.0235517,12.3133211,-0.7694687,0.7516430
553,-12,-2.363544331150471,21.714216087536482,-12.7566595,0.0015702,30.5785122,0.0618788,-0.4367338,4.0000000,-0.1451370,1.0248715,12.6483784,-0.7283307,0.6783001
554,-12,-2.356087691150471,21.714216087536482,-12.7550268,-0.0002479,21.4876041,0.0773459,-0.4167760,4.0000000,-0.1675974,1.0261346,12.9621124,-0.6659546,0.5757722
555,-12,-2.348631051150471,21.714216087536482,-12.7533531,-0.0020661,12.3966942,0.0886404,-0.3889371,4.0000000,-0.1924207,1.0273019,13.2408152,-0.5854536,0.4587465
556,-12,-2.341174411150471,21.714216087536482,-12.7516422,-0.0036364,5.7851238,0.0930944,-0.3556355,4.0000000,-0.2192027,1.0283333,13.4843082,-0.4920683,0.3459083
557,-12,-2.333717771150471,21.714216087536482,-12.7499008,0.0047107,48.7603302,0.0885454,-0.3171144,4.0000000,-0.2491521,1.0291862,13.6815948,-0.3850766,0.2474509
558,-12,-2.326261131150471,21.714216087536482,-12.7481346,0.0030579,39.6694221,0.0755041,-0.2795529,4.0000000,-0.2830807,1.0298392,13.8282804,-0.2760251,0.1823309
559,-12,-2.318804491150471,21.714216087536482,-12.7463522,0.0012397,30.5785122,0.0552157,-0.2469841,4.0000000,-0.3205189,1.0302918,13.9317398,-0.1734492,0.1556761
560,-12,-2.311347851150471,21.714216087536482,-12.7445593,-0.0005785,21.4876041,0.0261444,-0.2165835,4.0000000,-0.3601850,1.0305798,13.9944563,-0.0729820,0.1614193
561,-12,-2.303891211150471,21.714216087536482,-12.7427607,-0.0023967,12.3966942,-0.0174510,-0.1803687,4.0000000,-0.3989190,1.0306762,14.0174828,0.0381816,0.1973432
562,-12,-2.296434571150471,21.714216087536482,-12.7409630,-0.0042149,4.9586778,-0.0732242,-0.1419508,4.0000000,-0.4364922,1.0305455,13.9889603,0.1525905,0.2679085
563,-12,-2.288977931150471,21.714216087536482,-12.7391748,0.0040496,45.4545441,-0.1330460,-0.1084739,4.0000000,-0.4723600,1.0302140,13.9116383,0.2554122,0.3639341
564,-12,-2.281521291150471,21.714216087536482,-12.7374020,0.0023967,36.3636360,-0.1898777,-0.0841414,4.0000000,-0.5078449,1.0297222,13.8016262,0.3395621,0.4689324
565,-12,-2.274064651150471,21.714216087536482,-12.7356482,0.0005785,27.2727280,-0.2450643,-0.0637752,4.0000000,-0.5411246,1.0291184,13.6623230,0.4135742,0.5767112
566,-12,-2.266608011150471,21.714216087536482,-12.7339182,-0.0012397,18.1818180,-0.2934727,-0.0495057,4.0000000,-0.5720554,1.0284237,13.5020447,0.4730441,0.6750051
567,-12,-2.259151371150471,21.714216087536482,-12.7322159,-0.0030579,9.0909090,-0.3328960,-0.0415496,4.0000000,-0.6008834,1.0276877,13.3291311,0.5177842,0.7570529
568,-12,-2.251694731150471,21.714216087536482,-12.7305412,-0.0047107,3.3057852,-0.3591714,-0.0404153,4.0000000,-0.6257288,1.0269567,13.1538544,0.5448982,0.8128983
569,-12,-2.244238091150471,21.714216087536482,-12.7288961,0.0037190,42.1487617,-0.3814484,-0.0389151,4.0000000,-0.6463584,1.0262560,12.9882631,0.5685282,0.8594915
570,-12,-2.236781451150471,21.714216087536482,-12.7272797,0.0023140,33.0578499,-0.4051014,-0.0309082,4.0000000,-0.6598238,1.0256062,12.8303347,0.5980074,0.9061366
571,-12,-3.057011851150471,21.706759447536481,-12.7890749,0.0041322,41.3223152,-0.1170233,0.0429867,4.0000000,-0.2669513,1.0101750,8.1247559,0.3529248,0.2503018
572,-12,-3.049555211150471,21.706759447536481,-12.7896662,0.0047934,47.9338837,-0.0866671,0.1164591,4.0000000,-0.1709305,1.0098749,8.0047884,0.4038487,0.2339873
573,-12,-3.042098571150471,21.706759447536481,-12.7902527,-0.0045455,0.0000000,-0.0463553,0.1853967,4.0000000,-0.0731462,1.0096596,7.9155684,0.4439396,0.2354084
574,-12,-3.034641931150471,21.706759447536481,-12.7908382,-0.0038843,0.0000000,0.0008762,0.2492846,4.0000000,0.0251565,1.0095148,7.8569226,0.4734128,0.2519721
575,-12,-3.027185291150471,21.706759447536481,-12.7914276,-0.0032231,0.0000000,0.0568217,0.3126465,4.0000000,0.1287281,1.0094543,7.8334270,0.4965649,0.2835166
576,-12,-3.019728651150471,21.706759447536481,-12.7920275,-0.0026446,0.0000000,0.1114618,0.3682718,4.0000000,0.2251678,1.0094888,7.8478794,0.5113757,0.3277685
577,-12,-3.012272011150471,21.706759447536481,-12.7926435,-0.0019835,0.8264463,0.1547122,0.4096797,4.0000000,0.3027779,1.0096101,7.8998055,0.5165815,0.3725933
578,-12,-3.004815371150471,21.706759447536481,-12.7932806,-0.0013223,2.4793389,0.1717929,0.4237058,4.0000000,0.3430939,1.0097915,7.9780416,0.5043177,0.3866879
579,-12,-2.997358731150471,21.706759447536481,-12.7939396,-0.0007438,4.1322312,0.1625815,0.4106374,4.0000000,0.3470309,1.0100043,8.0674591,0.4742439,0.3614153
580,-12,-2.989902091150471,21.706759447536481,-12.7946196,-0.0001653,6.6115704,0.1285078,0.3698343,4.0000000,0.3129070,1.0102093,8.1522360,0.4267616,0.3004006
581,-12,-2.982445451150471,21.706759447536481,-12.7953176,0.0004959,9.9173555,0.0777176,0.3068817,4.0000000,0.2459759,1.0103613,8.2167454,0.3677874,0.2290295
582,-12,-2.974988811150471,21.706759447536481,-12.7960272,0.0011570,14.0495872,0.0168598,0.2237215,4.0000000,0.1484304,1.0104198,8.2432680,0.2990126,0.1721137
583,-12,-2.967532171150471,21.706759447536481,-12.7967396,0.0017355,18.1818180,-0.0444764,0.1289543,4.0000000,0.0290687,1.0103601,8.2215042,0.2288398,0.1609309
584,-12,-2.960075531150471,21.706759447536481,-12.7974463,0.0023140,23.1404953,-0.1060758,0.0213147,4.0000000,-0.1154442,1.0101645,8.1456776,0.1580736,0.2225879
585,-12,-2.952618891150471,21.706759447536481,-12.7981377,0.0028926,28.9256191,-0.1684794,-0.1014515,4.0000000,-0.2915670,1.0098064,8.0058088,0.0886641,0.3948259
586,-12,-2.945162251150471,21.706759447536481,-12.7987995,0.0034711,34.7107430,-0.2275956,-0.2334925,4.0000000,-0.4981853,1.0092802,7.7898626,0.0312003,0.7035040
587,-12,-2.937705611150471,21.706759447536481,-12.7994194,0.0041322,41.3223152,-0.2842037,-0.3646389,4.0000000,-0.7291008,1.0086027,7.4997373,-0.0001770,1.1482565
588,-12,-2.930248971150471,21.706759447536481,-12.7999840,0.0047107,47.1074371,-0.3346995,-0.4779594,4.0000000,-0.9644913,1.0078013,7.1399546,0.0085725,1.6483109
589,-12,-2.922792331150471,21.706759447536481,-12.8004789,-0.0047934,0.0000000,-0.3759521,-0.5635716,4.0000000,-1.1849651,1.0069469,6.7371550,0.0578218,2.0992913
590,-12,-2.915335691150471,21.706759447536481,-12.8008966,-0.0042975,0.0000000,-0.4123315,-0.6121760,4.0000000,-1.3628674,1.0061196,6.3205624,0.1385154,2.4041808
591,-12,-2.907879051150471,21.706759447536481,-12.8012323,-0.0038843,0.0000000,-0.4497015,-0.6332170,4.0000000,-1.4928342,1.0053672,5.9168978,0.2264002,2.5812180
592,-12,-2.900422411150471,21.706759447536481,-12.8014832,-0.0035537,0.0000000,-0.4859507,-0.6277282,4.0000000,-1.5548599,1.0047207,5.5481601,0.2994035,2.6187749
593,-12,-2.892965771150471,21.706759447536481,-12.8016491,-0.0033058,0.0000000,-0.5201625,-0.6033205,4.0000000,-1.5401241,1.0041959,5.2309141,0.3334832,2.5576046
594,-12,-2.885509131150471,21.706759447536481,-12.8017330,-0.0030579,0.0000000,-0.5509766,-0.5545682,4.0000000,-1.4260938,1.0037944,4.9767399,0.3169575,2.3825281
595,-12,-2.878052491150471,21.706759447536481,-12.8017378,-0.0028926,0.0000000,-0.5669029,-0.4753584,5.0000000,-1.1976941,1.0035056,4.7862830,0.2469773,2.0761080
596,-12,-2.870595851150471,21.706759447536481,-12.8016720,-0.0028926,0.0000000,-0.5563551,-0.3614960,4.0000000,-0.8716410,1.0033045,4.6495705,0.1486491,1.6620787
597,-12,-2.863139211150471,21.706759447536481,-12.8015451,-0.0028926,0.0000000,-0.5166233,-0.2284597,4.0000000,-0.5174277,1.0031486,4.5412245,0.0605084,1.2594289
598,-12,-2.855682571150471,21.706759447536481,-12.8013725,-0.0030579,0.0000000,-0.4522315,-0.0932257,4.0000000,-0.1934405,1.0030025,4.4388032,0.0069891,0.9508086
599,-12,-2.848225931150471,21.706759447536481,-12.8011675,-0.0033058,0.0000000,-0.3766564,0.0305891,4.0000000,0.0687470,1.0028476,4.3240175,-0.0075688,0.7657637
600,-12,-2.840769291150471,21.706759447536481,-12.8009424,-0.0035537,0.0000000,-0.3003971,0.1312693,4.0000000,0.2579460,1.0026766,4.1900196,0.0045925,0.6772897
601,-12,-2.833312651150471,21.706759447536481,-12.8007069,-0.0038843,0.0000000,-0.2331524,0.2072810,4.0000000,0.3857739,1.0024924,4.0426207,0.0287880,0.6453041
602,-12,-2.825856011150471,21.706759447536481,-12.8004665,-0.0042149,0.0000000,-0.1756900,0.2629492,4.0000000,0.4653669,1.0023031,3.8847613,0.0605315,0.6347448
603,-12,-2.818399371150471,21.706759447536481,-12.8002272,-0.0046281,0.0000000,-0.1291917,0.3016308,4.0000000,0.5068783,1.0021179,3.7236698,0.0963832,0.6286488
604,-12,-2.810942731150471,21.706759447536481,-12.7999907,0.0049587,49.5867767,-0.0896723,0.3274282,4.0000000,0.5189652,1.0019438,3.5654457,0.1358912,0.6138949
605,-12,-2.803486091150471,21.706759447536481,-12.7997580,0.0044628,44.6280975,-0.0569644,0.3422695,4.0000000,0.5012778,1.0017872,3.4170096,0.1832613,0.5874655
606,-12,-2.796029451150471,21.706759447536481,-12.7995310,0.0038843,38.8429756,-0.0483748,0.3361208,4.0000000,0.4407721,1.0016568,3.2879505,0.2314695,0.5527539
607,-12,-2.788572811150471,21.706759447536481,-12.7993069,0.0033884,33.8842964,-0.0736751,0.3086947,4.0000000,0.3442446,1.0015693,3.1996019,0.2731448,0.5319670
608,-12,-2.781116171150471,21.706759447536481,-12.7990799,0.0028099,28.0991745,-0.1285340,0.2707140,4.0000000,0.2379711,1.0015342,3.1631749,0.3034569,0.5534700
609,-12,-2.773659531150471,21.706759447536481,-12.7988443,0.0023140,23.1404953,-0.2011476,0.2331750,4.0000000,0.1432397,1.0015529,3.1817715,0.3231104,0.6233541
610,-12,-2.766202891150471,21.706759447536481,-12.7985926,0.0019008,19.0082645,-0.2814457,0.2056139,4.0000000,0.0753315,1.0016242,3.2564383,0.3358962,0.7363987
611,-12,-2.758746251150471,21.706759447536481,-12.7983208,0.0014876,14.8760328,-0.3581798,0.1921898,4.0000000,0.0386286,1.0017458,3.3791399,0.3457510,0.8697301
612,-12,-2.751289611150471,21.706759447536481,-12.7980232,0.0011570,11.5702477,-0.4246045,0.1950983,4.0000000,0.0318301,1.0019145,3.5402594,0.3583665,1.0086540
613,-12,-2.743832971150471,21.706759447536481,-12.7976990,0.0008264,8.2644625,-0.4748769,0.2123693,3.0000000,0.0511685,1.0021237,3.7306790,0.3735702,1.1392025
614,-12,-2.736376331150471,21.706759447536481,-12.7973461,0.0005785,5.7851238,-0.5147548,0.2364291,3.0000000,0.0844662,1.0023595,3.9323773,0.3883921,1.2642930
615,-12,-2.438110731150471,21.706759447536481,-12.7707710,-0.0043802,0.0000000,-0.0241191,-0.3720446,4.0000000,-0.0620257,1.0132951,9.2924480,-0.6820635,0.6218872
616,-12,-2.430654091150471,21.706759447536481,-12.7696180,0.0047107,47.1074371,-0.0047101,-0.3827536,4.0000000,-0.0809255,1.0141776,9.5897617,-0.6845817,0.6163378
617,-12,-2.423197451150471,21.706759447536481,-12.7684212,0.0036364,38.0165291,0.0113617,-0.4030664,4.0000000,-0.0983947,1.0150974,9.8914890,-0.7077380,0.6504630
618,-12,-2.415740811150471,21.706759447536481,-12.7671804,0.0023140,28.9256191,0.0251831,-0.4300628,4.0000000,-0.1128491,1.0161026,10.2115946,-0.7472764,0.7166522
619,-12,-2.408284171150471,21.706759447536481,-12.7658920,0.0007438,19.8347111,0.0380835,-0.4565102,4.0000000,-0.1232706,1.0172045,10.5493450,-0.7897497,0.7890713
620,-12,-2.400827531150471,21.706759447536481,-12.7645540,-0.0009917,11.5702477,0.0506688,-0.4718000,4.0000000,-0.1310277,1.0183891,10.9037542,-0.8125722,0.8239651
621,-12,-2.393370891150471,21.706759447536481,-12.7631655,-0.0024793,5.7851238,0.0607580,-0.4771835,4.0000000,-0.1372608,1.0196222,11.2591639,-0.8171061,0.8264009
622,-12,-2.385914251150471,21.706759447536481,-12.7617264,-0.0038017,1.6528926,0.0695432,-0.4772469,4.0000000,-0.1433349,1.0208869,11.6088915,-0.8111589,0.8105066
623,-12,-2.378457611150471,21.706759447536481,-12.7602367,-0.0049587,0.0000000,0.0798073,-0.4774452,4.0000000,-0.1520955,1.0221893,11.9595175,-0.8027948,0.7921331
624,-12,-2.371000971150471,21.706759447536481,-12.7586985,0.0037190,42.1487617,0.0893709,-0.4716053,4.0000000,-0.1618016,1.0234981,12.3016672,-0.7814090,0.7510726
625,-12,-2.363544331150471,21.706759447536481,-12.7571125,0.0020661,33.0578499,0.0986915,-0.4580611,4.0000000,-0.1733259,1.0248010,12.6319132,-0.7427964,0.6805563
626,-12,-2.356087691150471,21.706759447536481,-12.7554808,0.0002479,23.9669418,0.1066026,-0.4361168,4.0000000,-0.1878333,1.0260458,12.9395971,-0.6844003,0.5829575
