OID_,RegB,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
135,-13,-3.929438731150471,17.985896087536478,-13.0644855,-0.0005785,26.4462814,-0.0711242,-0.3525390,4.0000000,0.0669575,1.0464591,17.1336994,-0.7720355,0.7051716
136,-13,-3.921982091150471,17.985896087536478,-13.0622234,-0.0028099,17.3553715,-0.0504085,-0.3645800,4.0000000,0.0550416,1.0482093,17.4419460,-0.7842016,0.6971871
137,-13,-3.914525451150471,17.985896087536478,-13.0599165,0.0044628,49.5867767,-0.0361535,-0.3691645,4.0000000,0.0449297,1.0499288,17.7415466,-0.7832587,0.6813344
138,-13,-3.907068811150471,17.985896087536478,-13.0575647,0.0020661,40.4958687,-0.0302481,-0.3678465,4.0000000,0.0383555,1.0516024,18.0238991,-0.7740484,0.6659418
139,-13,-3.899612171150471,17.985896087536478,-13.0551701,0.0000000,31.4049587,-0.0325687,-0.3592174,4.0000000,0.0343588,1.0532227,18.2946663,-0.7527936,0.6467518
140,-13,-3.892155531150471,17.985896087536478,-13.0527344,-0.0022314,22.3140488,-0.0472922,-0.3363088,4.0000000,0.0359242,1.0547358,18.5444565,-0.7085419,0.6143636
141,-13,-3.884698891150471,17.985896087536478,-13.0502605,-0.0049587,13.2231407,-0.0772916,-0.2988029,4.0000000,0.0436850,1.0560403,18.7562695,-0.6412907,0.5839168
142,-13,-3.877242251150471,17.985896087536478,-13.0477562,0.0023967,41.3223152,-0.1251672,-0.2488024,4.0000000,0.0569681,1.0571119,18.9286957,-0.5545728,0.5820072
143,-13,-3.869785611150471,17.985896087536478,-13.0452242,0.0001653,32.2314034,-0.1924432,-0.1865093,4.0000000,0.0748975,1.0578756,19.0507889,-0.4479161,0.6305180
144,-13,-3.862328971150471,17.985896087536478,-13.0426750,-0.0022314,23.1404953,-0.2767642,-0.1205456,4.0000000,0.0951191,1.0582762,19.1126308,-0.3362103,0.7535293
145,-13,-3.854872331150471,17.985896087536478,-13.0401154,-0.0049587,14.0495872,-0.3778148,-0.0565515,4.0000000,0.1165768,1.0583656,19.1260986,-0.2296799,0.9593071
146,-13,-4.026375051150471,17.978439447536481,-13.0904503,-0.0048760,0.0000000,-0.9019438,-0.1841675,4.0000000,0.2099485,1.0260407,12.9347811,-0.5782835,2.1335776
147,-13,-4.018918411150471,17.978439447536481,-13.0887384,0.0037190,43.8016510,-0.8102128,-0.1570580,4.0000000,0.1846092,1.0276511,13.3195171,-0.4987252,1.9046148
148,-13,-4.011461771150471,17.978439447536481,-13.0869827,0.0019835,34.7107430,-0.7087710,-0.1370488,4.0000000,0.1659301,1.0292168,13.6839170,-0.4400276,1.6645632
149,-13,-4.004005131150471,17.978439447536481,-13.0851841,0.0001653,25.6198349,-0.6068997,-0.1273930,4.0000000,0.1515388,1.0307328,14.0242786,-0.4063248,1.4339223
150,-13,-3.996548491150471,17.978439447536481,-13.0833464,-0.0016529,16.5289249,-0.5068912,-0.1271020,4.0000000,0.1409609,1.0322064,14.3468523,-0.3951649,1.2147011
151,-13,-3.989091851150471,17.978439447536481,-13.0814705,-0.0037190,7.4380164,-0.4138624,-0.1327864,4.0000000,0.1327360,1.0336523,14.6591778,-0.3983087,1.0151650
152,-13,-3.981635211150471,17.978439447536481,-13.0795574,0.0042149,48.7603302,-0.3338674,-0.1463194,4.0000000,0.1266746,1.0350528,14.9506302,-0.4193135,0.8525201
153,-13,-3.974178571150471,17.978439447536481,-13.0776081,0.0022314,39.6694221,-0.2727502,-0.1800669,4.0000000,0.1188996,1.0364661,15.2369986,-0.4790333,0.7620274
154,-13,-3.966721931150471,17.978439447536481,-13.0756207,0.0004132,30.5785122,-0.2241369,-0.2258870,4.0000000,0.1090531,1.0379741,15.5393372,-0.5608271,0.7320241
155,-13,-3.959265291150472,17.978439447536481,-13.0735912,-0.0014050,21.4876041,-0.1806341,-0.2687045,4.0000000,0.0993284,1.0395705,15.8543663,-0.6367374,0.7247599
156,-13,-3.951808651150472,17.978439447536481,-13.0715179,-0.0036364,12.3966942,-0.1425229,-0.3091831,4.0000000,0.0885424,1.0412385,16.1731777,-0.7069086,0.7396274
157,-13,-3.944352011150472,17.978439447536481,-13.0693979,0.0039669,46.2809906,-0.1088982,-0.3479574,4.0000000,0.0753993,1.0429951,16.5029583,-0.7713141,0.7745435
158,-13,-3.936895371150472,17.978439447536481,-13.0672302,0.0017355,37.1900826,-0.0780188,-0.3768713,4.0000000,0.0613871,1.0448233,16.8406372,-0.8151296,0.7969005
159,-13,-3.929438731150471,17.978439447536481,-13.0650120,-0.0001653,28.0991745,-0.0508570,-0.3950541,4.0000000,0.0465770,1.0466671,17.1711540,-0.8366852,0.7982650
160,-13,-3.921982091150471,17.978439447536481,-13.0627451,-0.0023140,19.0082645,-0.0288205,-0.4053594,4.0000000,0.0308741,1.0485005,17.4936275,-0.8415928,0.7867601
161,-13,-3.914525451150471,17.978439447536481,-13.0604296,-0.0049587,9.9173555,-0.0128508,-0.4106879,4.0000000,0.0153580,1.0503070,17.8040314,-0.8367338,0.7726461
162,-13,-3.907068811150471,17.978439447536481,-13.0580673,0.0025620,42.9752083,-0.0032414,-0.4136671,4.0000000,0.0005398,1.0520622,18.0988827,-0.8278740,0.7654324
163,-13,-3.899612171150471,17.978439447536481,-13.0556602,0.0004132,33.8842964,-0.0020074,-0.4099836,4.0000000,-0.0117524,1.0537795,18.3850460,-0.8082148,0.7539352
164,-13,-3.892155531150471,17.978439447536481,-13.0532084,-0.0017355,24.7933884,-0.0140939,-0.3919699,4.0000000,-0.0189307,1.0554011,18.6505070,-0.7650092,0.7233194
165,-13,-3.884698891150471,17.978439447536481,-13.0507174,-0.0044628,15.7024794,-0.0420604,-0.3616112,4.0000000,-0.0208780,1.0568454,18.8823624,-0.7023444,0.6931474
166,-13,-3.877242251150471,17.978439447536481,-13.0481901,0.0028099,42.9752083,-0.0889631,-0.3196753,4.0000000,-0.0174574,1.0580876,19.0802746,-0.6218932,0.6837196
167,-13,-3.869785611150471,17.978439447536481,-13.0456333,0.0004959,33.8842964,-0.1567970,-0.2639324,4.0000000,-0.0082811,1.0590479,19.2325230,-0.5195836,0.7083263
168,-13,-3.862328971150471,17.978439447536481,-13.0430536,-0.0019008,24.7933884,-0.2418607,-0.2023461,4.0000000,0.0042459,1.0596687,19.3276901,-0.4089381,0.7935021
169,-13,-3.854872331150471,17.978439447536481,-13.0404587,-0.0046281,15.7024794,-0.3421658,-0.1422505,4.0000000,0.0201887,1.0599799,19.3753605,-0.3046896,0.9534274
170,-13,-4.033831691150471,17.970982807536480,-13.0923748,-0.0034711,1.6528926,-1.0139239,-0.2062213,4.0000000,0.2360764,1.0232819,12.2417002,-0.6485190,2.3919141
171,-13,-4.026375051150471,17.970982807536480,-13.0907545,-0.0046281,0.0000000,-0.9302522,-0.1879015,4.0000000,0.1986185,1.0249890,12.6747789,-0.5744215,2.1940126
172,-13,-4.018918411150471,17.970982807536480,-13.0890837,0.0040496,45.4545441,-0.8284122,-0.1718770,4.0000000,0.1692686,1.0266588,13.0819759,-0.5130226,1.9585997
173,-13,-4.011461771150471,17.970982807536480,-13.0873652,0.0023967,36.3636360,-0.7181863,-0.1629249,4.0000000,0.1472929,1.0282987,13.4715996,-0.4731427,1.7124815
174,-13,-4.004005131150471,17.970982807536480,-13.0856018,0.0005785,27.2727280,-0.6081421,-0.1622036,4.0000000,0.1314975,1.0299110,13.8392897,-0.4559048,1.4745958
175,-13,-3.996548491150471,17.970982807536480,-13.0837946,-0.0012397,18.1818180,-0.5020000,-0.1682274,4.0000000,0.1201875,1.0314970,14.1930113,-0.4566423,1.2515470
176,-13,-3.989091851150471,17.970982807536480,-13.0819445,-0.0032231,9.0909090,-0.4037034,-0.1776868,4.0000000,0.1139323,1.0330664,14.5336437,-0.4693059,1.0486139
177,-13,-3.981635211150471,17.970982807536480,-13.0800524,-0.0052893,2.4793389,-0.3193456,-0.1961088,4.0000000,0.1078966,1.0345912,14.8535414,-0.5001143,0.8900429
178,-13,-3.974178571150471,17.970982807536480,-13.0781202,0.0027273,42.1487617,-0.2554742,-0.2319038,4.0000000,0.1003956,1.0361234,15.1680660,-0.5642031,0.8124484
179,-13,-3.966721931150471,17.970982807536480,-13.0761452,0.0009091,33.0578499,-0.2049544,-0.2767514,4.0000000,0.0926041,1.0377505,15.4956303,-0.6461070,0.7968274
180,-13,-3.959265291150472,17.970982807536480,-13.0741243,-0.0009091,23.9669418,-0.1593570,-0.3189557,4.0000000,0.0823496,1.0394673,15.8336487,-0.7202611,0.8026245
181,-13,-3.951808651150472,17.970982807536480,-13.0720549,-0.0030579,14.8760328,-0.1190557,-0.3594585,4.0000000,0.0697537,1.0412400,16.1739960,-0.7886708,0.8310658
182,-13,-3.944352011150472,17.970982807536480,-13.0699368,0.0045455,48.7603302,-0.0853803,-0.3950457,4.0000000,0.0570849,1.0430974,16.5231400,-0.8471762,0.8727081
183,-13,-3.936895371150472,17.970982807536480,-13.0677652,0.0022314,39.6694221,-0.0540308,-0.4213618,4.0000000,0.0409616,1.0450279,16.8762684,-0.8836851,0.8974883
184,-13,-3.929438731150471,17.970982807536480,-13.0655413,0.0002479,30.5785122,-0.0276933,-0.4369726,4.0000000,0.0246374,1.0469486,17.2208500,-0.8985825,0.8991671
185,-13,-3.921982091150471,17.970982807536480,-13.0632668,-0.0018182,21.4876041,-0.0066378,-0.4456199,4.0000000,0.0069998,1.0488614,17.5564079,-0.8982397,0.8885096
186,-13,-3.914525451150471,17.970982807536480,-13.0609407,-0.0043802,12.3966942,0.0082169,-0.4499853,4.0000000,-0.0106022,1.0507439,17.8772659,-0.8893685,0.8763765
187,-13,-3.907068811150471,17.970982807536480,-13.0585661,0.0030579,44.6280975,0.0173836,-0.4531161,4.0000000,-0.0282645,1.0525740,18.1840382,-0.8779677,0.8733265
188,-13,-3.899612171150471,17.970982807536480,-13.0561438,0.0008264,35.5371895,0.0192639,-0.4516079,4.0000000,-0.0444816,1.0543820,18.4812851,-0.8587343,0.8693225
189,-13,-3.892155531150471,17.970982807536480,-13.0536757,-0.0013223,26.4462814,0.0085725,-0.4377391,4.0000000,-0.0573415,1.0561039,18.7618790,-0.8181367,0.8465419
190,-13,-3.884698891150471,17.970982807536480,-13.0511646,-0.0040496,17.3553715,-0.0166943,-0.4130436,4.0000000,-0.0664990,1.0576741,19.0120487,-0.7595883,0.8198889
191,-13,-3.877242251150471,17.970982807536480,-13.0486155,0.0032231,44.6280975,-0.0613795,-0.3749807,4.0000000,-0.0691432,1.0590693,19.2321129,-0.6808181,0.7995918
192,-13,-3.869785611150471,17.970982807536480,-13.0460320,0.0008264,35.5371895,-0.1254254,-0.3248873,4.0000000,-0.0676790,1.0602137,19.4101276,-0.5820957,0.8039856
193,-13,-3.862328971150471,17.970982807536480,-13.0434217,-0.0015702,26.4462814,-0.2069430,-0.2665829,4.0000000,-0.0608050,1.0610328,19.5355835,-0.4723609,0.8539690
194,-13,-3.854872331150471,17.970982807536480,-13.0407925,-0.0042975,17.3553715,-0.3023648,-0.2103278,4.0000000,-0.0499309,1.0615509,19.6148071,-0.3707247,0.9735715
195,-13,-3.847415691150471,17.970982807536480,-13.0381498,0.0029752,42.9752083,-0.4105419,-0.1508993,4.0000000,-0.0327380,1.0618161,19.6556416,-0.2690606,1.1495143
196,-13,-4.056201611150471,17.963526167536479,-13.0970688,0.0022314,29.7520657,-1.1271622,-0.2315335,4.0000000,0.3628865,1.0173017,10.5737238,-0.8259535,2.6241186
197,-13,-4.048744971150471,17.963526167536479,-13.0956593,0.0004959,20.6611576,-1.1079355,-0.2272080,4.0000000,0.3000231,1.0189142,11.0505486,-0.7544391,2.5918329
198,-13,-4.041288331150471,17.963526167536479,-13.0941916,-0.0013223,11.5702477,-1.0673146,-0.2216172,4.0000000,0.2433745,1.0205675,11.5143375,-0.6866088,2.5108662
199,-13,-4.033831691150471,17.963526167536479,-13.0926685,-0.0031405,2.4793389,-1.0046515,-0.2191049,4.0000000,0.1928375,1.0222716,11.9767466,-0.6310472,2.3870099
200,-13,-4.026375051150471,17.963526167536479,-13.0910902,-0.0042975,0.0000000,-0.9159746,-0.2121329,4.0000000,0.1529662,1.0240084,12.4276237,-0.5772321,2.1963902
201,-13,-4.018918411150471,17.963526167536479,-13.0894585,0.0044628,47.9338837,-0.8094632,-0.2069417,4.0000000,0.1218370,1.0257370,12.8584757,-0.5357204,1.9667730
202,-13,-4.011461771150471,17.963526167536479,-13.0877771,0.0028926,38.8429756,-0.6937985,-0.2083372,4.0000000,0.0993796,1.0274608,13.2725811,-0.5160540,1.7247549
203,-13,-4.004005131150471,17.963526167536479,-13.0860453,0.0010744,29.7520657,-0.5799641,-0.2144473,4.0000000,0.0862317,1.0291682,13.6715069,-0.5151263,1.4914795
204,-13,-3.996548491150471,17.963526167536479,-13.0842667,-0.0007438,20.6611576,-0.4718016,-0.2254321,4.0000000,0.0789988,1.0308653,14.0536337,-0.5298629,1.2768620
205,-13,-3.989091851150471,17.963526167536479,-13.0824404,-0.0026446,11.5702477,-0.3721772,-0.2376883,4.0000000,0.0761743,1.0325564,14.4239483,-0.5515510,1.0819458
206,-13,-3.981635211150471,17.963526167536479,-13.0805674,-0.0047107,4.1322312,-0.2881116,-0.2577335,4.0000000,0.0737093,1.0342067,14.7743969,-0.5891764,0.9377323
207,-13,-3.974178571150471,17.963526167536479,-13.0786495,0.0033058,44.6280975,-0.2237287,-0.2916495,4.0000000,0.0708392,1.0358638,15.1149902,-0.6541381,0.8737467
208,-13,-3.966721931150471,17.963526167536479,-13.0766850,0.0014050,35.5371895,-0.1733867,-0.3354694,4.0000000,0.0651592,1.0376092,15.4688692,-0.7360979,0.8793743
209,-13,-3.959265291150472,17.963526167536479,-13.0746689,-0.0004132,26.4462814,-0.1287999,-0.3747903,4.0000000,0.0578822,1.0394430,15.8288908,-0.8074628,0.9001992
210,-13,-3.951808651150472,17.963526167536479,-13.0726013,-0.0024793,17.3553715,-0.0916286,-0.4105594,4.0000000,0.0489052,1.0413243,16.1907387,-0.8700240,0.9392121
211,-13,-3.944352011150472,17.963526167536479,-13.0704803,-0.0048760,8.2644625,-0.0597373,-0.4424891,4.0000000,0.0371567,1.0432818,16.5573769,-0.9221349,0.9876250
212,-13,-3.936895371150472,17.963526167536479,-13.0683041,0.0027273,42.1487617,-0.0323146,-0.4635994,4.0000000,0.0238118,1.0452992,16.9266472,-0.9510108,1.0120130
213,-13,-3.929438731150471,17.963526167536479,-13.0660725,0.0006612,33.0578499,-0.0098782,-0.4746617,4.0000000,0.0086666,1.0473052,17.2847157,-0.9579900,1.0104989
214,-13,-3.921982091150471,17.963526167536479,-13.0637865,-0.0013223,23.9669418,0.0071893,-0.4797201,4.0000000,-0.0078134,1.0493047,17.6306038,-0.9516267,0.9977374
215,-13,-3.914525451150471,17.963526167536479,-13.0614471,-0.0038017,14.8760328,0.0196014,-0.4825230,4.0000000,-0.0258213,1.0512556,17.9640331,-0.9392247,0.9871354
216,-13,-3.907068811150471,17.963526167536479,-13.0590582,0.0035537,46.2809906,0.0274479,-0.4847590,4.0000000,-0.0446506,1.0531579,18.2801628,-0.9248675,0.9855097
217,-13,-3.899612171150471,17.963526167536479,-13.0566196,0.0012397,37.1900826,0.0277053,-0.4830590,4.0000000,-0.0617590,1.0550480,18.5892735,-0.9043592,0.9853902
218,-13,-3.892155531150471,17.963526167536479,-13.0541325,-0.0009091,28.0991745,0.0186965,-0.4718544,4.0000000,-0.0783152,1.0568681,18.8822441,-0.8653937,0.9675264
219,-13,-3.884698891150471,17.963526167536479,-13.0516005,-0.0036364,19.0082645,-0.0056223,-0.4485036,4.0000000,-0.0897277,1.0585560,19.1490612,-0.8072795,0.9376402
220,-13,-3.877242251150471,17.963526167536479,-13.0490274,0.0036364,46.2809906,-0.0459734,-0.4144225,4.0000000,-0.0970187,1.0600847,19.3882046,-0.7318262,0.9107475
221,-13,-3.869785611150471,17.963526167536479,-13.0464172,0.0011570,37.1900826,-0.1053480,-0.3661540,4.0000000,-0.0979723,1.0613861,19.5880775,-0.6343358,0.8922623
222,-13,-3.862328971150471,17.963526167536479,-13.0437765,-0.0012397,28.0991745,-0.1802416,-0.3097025,4.0000000,-0.0936007,1.0623893,19.7408142,-0.5258043,0.9093943
223,-13,-3.854872331150471,17.963526167536479,-13.0411129,-0.0039669,19.0082645,-0.2663704,-0.2534310,4.0000000,-0.0827579,1.0631032,19.8470955,-0.4241041,0.9834668
224,-13,-3.847415691150471,17.963526167536479,-13.0384321,0.0033058,43.8016510,-0.3608218,-0.1956260,4.0000000,-0.0660160,1.0635763,19.9190807,-0.3252361,1.1045481
225,-13,-3.839959051150471,17.963526167536479,-13.0357389,0.0007438,34.7107430,-0.4633185,-0.1281622,4.0000000,-0.0437940,1.0638180,19.9562340,-0.2125303,1.2648436
226,-13,-4.086028171150471,17.956069527536478,-13.1021748,-0.0033058,0.0000000,-0.8378715,-0.0508137,4.0000000,0.6079069,1.0114340,8.6066780,-0.7095343,1.7612671
227,-13,-4.078571531150471,17.956069527536478,-13.1010246,-0.0042149,0.0000000,-0.9227203,-0.1061262,4.0000000,0.5336309,1.0124316,8.9727592,-0.7458833,1.9791739
228,-13,-4.071114891150471,17.956069527536478,-13.0998268,0.0048760,48.7603302,-0.9995305,-0.1599590,4.0000000,0.4550875,1.0135860,9.3752680,-0.7750055,2.2066762
229,-13,-4.063658251150471,17.956069527536478,-13.0985756,0.0038843,39.6694221,-1.0562806,-0.2050751,4.0000000,0.3768828,1.0149231,9.8229771,-0.7870331,2.4049747
230,-13,-4.056201611150471,17.956069527536478,-13.0972672,0.0024793,30.5785122,-1.0744116,-0.2294182,4.0000000,0.3011574,1.0164124,10.3011637,-0.7599939,2.5012922
231,-13,-4.048744971150471,17.956069527536478,-13.0958996,0.0008264,21.4876041,-1.0549988,-0.2374238,4.0000000,0.2307073,1.0179892,10.7776575,-0.7055548,2.4911773
232,-13,-4.041288331150471,17.956069527536478,-13.0944748,-0.0009917,12.3966942,-1.0114528,-0.2443658,4.0000000,0.1680907,1.0196236,11.2515020,-0.6568223,2.4277930
233,-13,-4.033831691150471,17.956069527536478,-13.0929937,-0.0028099,3.3057852,-0.9457803,-0.2520143,4.0000000,0.1161908,1.0213345,11.7250462,-0.6202195,2.3177810
234,-13,-4.026375051150471,17.956069527536478,-13.0914555,-0.0040496,0.0000000,-0.8561283,-0.2570716,4.0000000,0.0755497,1.0230970,12.1926270,-0.5896928,2.1487722
235,-13,-4.018918411150471,17.956069527536478,-13.0898628,0.0047934,50.4132233,-0.7498487,-0.2624825,4.0000000,0.0462965,1.0248828,12.6478424,-0.5712615,1.9414412
236,-13,-4.011461771150471,17.956069527536478,-13.0882149,0.0033058,41.3223152,-0.6359904,-0.2704947,4.0000000,0.0298300,1.0266871,13.0886459,-0.5708194,1.7198663
237,-13,-4.004005131150471,17.956069527536478,-13.0865145,0.0015702,32.2314034,-0.5223179,-0.2824529,4.0000000,0.0212193,1.0284956,13.5162344,-0.5861251,1.5049394
238,-13,-3.996548491150471,17.956069527536478,-13.0847616,-0.0002479,23.1404953,-0.4156406,-0.2969242,4.0000000,0.0194032,1.0303053,13.9288759,-0.6132516,1.3095329
239,-13,-3.989091851150471,17.956069527536478,-13.0829563,-0.0020661,14.0495872,-0.3187844,-0.3093463,4.0000000,0.0220644,1.0321118,14.3292885,-0.6407571,1.1293480
240,-13,-3.981635211150471,17.956069527536478,-13.0811005,-0.0041322,5.7851238,-0.2389957,-0.3277204,4.0000000,0.0260887,1.0338875,14.7079840,-0.6815296,1.0028193
241,-13,-3.974178571150471,17.956069527536478,-13.0791941,0.0038843,47.1074371,-0.1775016,-0.3597146,4.0000000,0.0286102,1.0356753,15.0764332,-0.7480394,0.9603317
242,-13,-3.966721931150471,17.956069527536478,-13.0772352,0.0019008,38.0165291,-0.1301322,-0.4002215,4.0000000,0.0287412,1.0375406,15.4553146,-0.8291842,0.9874829
243,-13,-3.959265291150472,17.956069527536478,-13.0752230,0.0000826,28.9256191,-0.0914472,-0.4327693,4.0000000,0.0287961,1.0394838,15.8399181,-0.8943347,1.0186591
244,-13,-3.951808651150472,17.956069527536478,-13.0731535,-0.0019008,19.8347111,-0.0599291,-0.4626645,4.0000000,0.0249569,1.0414827,16.2204132,-0.9502860,1.0654668
245,-13,-3.944352011150472,17.956069527536478,-13.0710278,-0.0042149,10.7438021,-0.0328105,-0.4889078,4.0000000,0.0166106,1.0435439,16.6050873,-0.9944262,1.1158183
246,-13,-3.936895371150472,17.956069527536478,-13.0688429,0.0033058,44.6280975,-0.0114315,-0.5039051,4.0000000,0.0069467,1.0456479,16.9910297,-1.0147569,1.1364150
247,-13,-3.929438731150471,17.956069527536478,-13.0666008,0.0011570,35.5371895,0.0048463,-0.5088899,4.0000000,-0.0048437,1.0477368,17.3604240,-1.0129361,1.1264930
248,-13,-3.921982091150471,17.956069527536478,-13.0643024,-0.0008264,26.4462814,0.0173345,-0.5106238,4.0000000,-0.0195833,1.0498093,17.7183914,-1.0016644,1.1118034
249,-13,-3.914525451150471,17.956069527536478,-13.0619488,-0.0032231,17.3553715,0.0251160,-0.5094486,4.0000000,-0.0354071,1.0518401,18.0623913,-0.9834902,1.0955868
250,-13,-3.907068811150471,17.956069527536478,-13.0595427,0.0040496,47.9338837,0.0284999,-0.5091442,4.0000000,-0.0517262,1.0538239,18.3882961,-0.9665623,1.0941700
251,-13,-3.899612171150471,17.956069527536478,-13.0570850,0.0016529,38.8429756,0.0267575,-0.5066724,4.0000000,-0.0681237,1.0557898,18.7085876,-0.9452212,1.0958563
252,-13,-3.892155531150471,17.956069527536478,-13.0545778,-0.0004959,29.7520657,0.0150471,-0.4941106,4.0000000,-0.0822110,1.0577015,19.0144539,-0.9060103,1.0765840
253,-13,-3.884698891150471,17.956069527536478,-13.0520229,-0.0032231,20.6611576,-0.0092206,-0.4695782,4.0000000,-0.0925339,1.0595025,19.2949791,-0.8466225,1.0374187
254,-13,-3.877242251150471,17.956069527536478,-13.0494242,0.0040496,47.9338837,-0.0452243,-0.4358890,4.0000000,-0.0997610,1.0611506,19.5496387,-0.7720169,0.9953980
255,-13,-3.869785611150471,17.956069527536478,-13.0467863,0.0014876,38.8429756,-0.0985623,-0.3876401,4.0000000,-0.0995957,1.0625811,19.7691212,-0.6756845,0.9527581
256,-13,-3.862328971150471,17.956069527536478,-13.0441160,-0.0009091,29.7520657,-0.1644209,-0.3319170,4.0000000,-0.0943793,1.0637488,19.9432983,-0.5694548,0.9386721
257,-13,-3.854872331150471,17.956069527536478,-13.0414181,-0.0036364,20.6611576,-0.2396491,-0.2754965,4.0000000,-0.0824723,1.0646371,20.0743484,-0.4685206,0.9738965
258,-13,-3.847415691150471,17.956069527536478,-13.0387001,0.0036364,44.6280975,-0.3178870,-0.2170858,4.0000000,-0.0652341,1.0652928,20.1722755,-0.3689375,1.0416851
259,-13,-3.839959051150471,17.956069527536478,-13.0359659,0.0009917,35.5371895,-0.4019990,-0.1480813,4.0000000,-0.0402749,1.0657109,20.2351933,-0.2558877,1.1406935
260,-13,-4.108398091150471,17.948612887536481,-13.1053858,0.0004959,9.9173555,-0.4586737,0.1928841,4.0000000,0.7804676,1.0089600,7.6237435,-0.3946994,1.1131759
261,-13,-4.100941451150471,17.948612887536481,-13.1043749,-0.0012397,0.8264463,-0.5691857,0.1160507,4.0000000,0.7164508,1.0094570,7.8315458,-0.4843493,1.2433394
262,-13,-4.093484811150471,17.948612887536481,-13.1033344,-0.0022314,0.0000000,-0.6723014,0.0434489,4.0000000,0.6457839,1.0100935,8.0903807,-0.5588862,1.4096825
263,-13,-4.086028171150471,17.948612887536481,-13.1022587,-0.0031405,0.0000000,-0.7633142,-0.0221810,4.0000000,0.5676881,1.0108751,8.3953819,-0.6120502,1.5949025
264,-13,-4.078571531150471,17.948612887536481,-13.1011419,-0.0040496,0.0000000,-0.8445799,-0.0858687,4.0000000,0.4824650,1.0118057,8.7442303,-0.6542023,1.7963411
265,-13,-4.071114891150471,17.948612887536481,-13.0999794,0.0050413,50.4132233,-0.9156681,-0.1490268,4.0000000,0.3932992,1.0128953,9.1342182,-0.6913527,2.0122695
266,-13,-4.063658251150471,17.948612887536481,-13.0987663,0.0041322,41.3223152,-0.9655407,-0.2036669,4.0000000,0.3047433,1.0141646,9.5724039,-0.7120771,2.2059391
267,-13,-4.056201611150471,17.948612887536481,-13.0974979,0.0028099,32.2314034,-0.9793520,-0.2403612,4.0000000,0.2187575,1.0155956,10.0416422,-0.6994799,2.3150513
268,-13,-4.048744971150471,17.948612887536481,-13.0961714,0.0012397,23.1404953,-0.9588172,-0.2614207,4.0000000,0.1416852,1.0171274,10.5195885,-0.6645266,2.3296902
269,-13,-4.041288331150471,17.948612887536481,-13.0947886,-0.0005785,14.0495872,-0.9156232,-0.2806737,4.0000000,0.0753024,1.0187463,10.9996033,-0.6366498,2.2959425
270,-13,-4.033831691150471,17.948612887536481,-13.0933475,-0.0023967,4.9586778,-0.8497672,-0.3003611,4.0000000,0.0217017,1.0204607,11.4839153,-0.6224239,2.2173645
271,-13,-4.026375051150471,17.948612887536481,-13.0918484,-0.0037190,0.8264463,-0.7608976,-0.3171954,4.0000000,-0.0181203,1.0222461,11.9700699,-0.6162705,2.0832965
272,-13,-4.018918411150471,17.948612887536481,-13.0902910,-0.0048760,0.0000000,-0.6566005,-0.3317472,4.0000000,-0.0442161,1.0240852,12.4460258,-0.6192784,1.9089236
273,-13,-4.011461771150471,17.948612887536481,-13.0886765,0.0037190,43.8016510,-0.5441750,-0.3474183,4.0000000,-0.0575670,1.0259616,12.9137821,-0.6372697,1.7184049
274,-13,-4.004005131150471,17.948612887536481,-13.0870047,0.0020661,34.7107430,-0.4333851,-0.3634779,4.0000000,-0.0612131,1.0278724,13.3711081,-0.6657427,1.5311345
