OID_,RegC,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
135,-13,-3.660999691150471,18.574970647536478,-13.0014019,-0.0037190,4.9586778,-0.4568256,-0.2660617,4.0000000,0.3806382,1.0341589,14.8069763,-0.9127616,1.3192115
136,-13,-3.653543051150471,18.574970647536478,-13.0018148,-0.0033884,6.6115704,-0.2537643,-0.4153536,4.0000000,0.0898991,1.0340925,14.7918711,-0.9206062,1.3078665
137,-13,-3.646086411150471,18.574970647536478,-13.0022402,-0.0030579,8.2644625,-0.0985658,-0.5424059,4.0000000,-0.1611484,1.0336740,14.7031202,-0.9236635,1.5089236
138,-13,-3.638629771150471,18.574970647536478,-13.0026646,-0.0027273,9.9173555,0.0183596,-0.6536086,4.0000000,-0.3822594,1.0329270,14.5422945,-0.9249578,1.8544595
139,-13,-3.631173131150471,18.574970647536478,-13.0030785,-0.0023967,11.5702477,0.1227352,-0.7594330,4.0000000,-0.5930353,1.0318832,14.3145733,-0.9258308,2.3052056
140,-13,-3.623716491150471,18.574970647536478,-13.0034714,-0.0020661,13.2231407,0.2130125,-0.8577046,4.0000000,-0.7856001,1.0305756,14.0221939,-0.9298093,2.8264735
141,-13,-3.616259851150471,18.574970647536478,-13.0038309,-0.0016529,14.8760328,0.2759219,-0.9407557,4.0000000,-0.9461226,1.0290595,13.6743584,-0.9353887,3.3570766
142,-13,-3.608803211150471,18.574970647536478,-13.0041494,-0.0013223,15.7024794,0.2906353,-1.0005014,4.0000000,-1.0578278,1.0273919,13.2813044,-0.9431750,3.8319423
143,-13,-3.601346571150471,18.574970647536478,-13.0044184,-0.0011570,15.7024794,0.2489924,-1.0314968,4.0000000,-1.1107605,1.0256354,12.8548412,-0.9522330,4.1809835
144,-13,-3.593889931150471,18.574970647536478,-13.0046349,-0.0009917,15.7024794,0.1555840,-1.0340734,4.0000000,-1.1066771,1.0238546,12.4056759,-0.9614697,4.3773918
145,-13,-3.586433291150471,18.574970647536478,-13.0047960,-0.0008264,15.7024794,0.0342853,-1.0158900,4.0000000,-1.0632025,1.0220947,11.9442425,-0.9685776,4.4423647
146,-13,-3.578976651150471,18.574970647536478,-13.0049038,-0.0008264,14.0495872,-0.0816780,-0.9894903,4.0000000,-1.0048534,1.0203846,11.4796181,-0.9741273,4.4275727
147,-13,-3.571520011150471,18.574970647536478,-13.0049582,-0.0009091,12.3966942,-0.1843184,-0.9602962,4.0000000,-0.9434676,1.0187496,11.0150023,-0.9771249,4.3693795
148,-13,-3.564063371150471,18.574970647536478,-13.0049582,-0.0009917,10.7438021,-0.2720819,-0.9304609,4.0000000,-0.8774303,1.0172098,10.5566311,-0.9834914,4.2842398
149,-13,-3.556606731150471,18.574970647536478,-13.0049047,-0.0010744,9.0909090,-0.3689958,-0.8882361,4.0000000,-0.7855841,1.0157717,10.1106787,-0.9908881,4.1340914
150,-13,-3.549150091150471,18.574970647536478,-13.0047970,-0.0011570,7.4380164,-0.4871018,-0.8252791,4.0000000,-0.6511593,1.0144454,9.6817760,-0.9993988,3.9001341
151,-13,-3.541693451150471,18.574970647536478,-13.0046377,-0.0012397,5.7851238,-0.6163338,-0.7449226,4.0000000,-0.4835660,1.0132278,9.2688103,-1.0062791,3.6175251
152,-13,-3.534236811150471,18.574970647536478,-13.0044317,-0.0014050,4.1322312,-0.7381829,-0.6562455,4.0000000,-0.3048388,1.0121037,8.8702269,-1.0076522,3.3337667
153,-13,-3.526780171150471,18.574970647536478,-13.0041838,-0.0015702,2.4793389,-0.8377759,-0.5713671,4.0000000,-0.1388657,1.0110601,8.4815779,-1.0038686,3.0930049
154,-13,-3.519323531150471,18.574970647536478,-13.0039005,-0.0017355,1.6528926,-0.9106234,-0.4982934,4.0000000,0.0031586,1.0100925,8.1041517,-0.9997454,2.9090452
155,-13,-3.511866891150471,18.574970647536478,-13.0035830,-0.0019008,0.8264463,-0.9591092,-0.4429556,4.0000000,0.1156921,1.0092047,7.7414541,-1.0016032,2.7852609
156,-13,-3.504410251150471,18.574970647536478,-13.0032349,-0.0021488,0.0000000,-0.9958822,-0.3990926,4.0000000,0.2143761,1.0084059,7.3988476,-1.0125613,2.7014923
157,-13,-3.496953611150472,18.574970647536478,-13.0028543,-0.0023967,0.0000000,-1.0287135,-0.3574643,4.0000000,0.3178306,1.0077019,7.0827899,-1.0327593,2.6333585
158,-13,-3.489496971150472,18.574970647536478,-13.0024405,-0.0027273,0.0000000,-1.0574734,-0.3108462,4.0000000,0.4314349,1.0070854,6.7961688,-1.0531273,2.5597510
159,-13,-3.482040331150472,18.574970647536478,-13.0019951,-0.0031405,0.0000000,-1.0811698,-0.2604448,4.0000000,0.5514262,1.0065579,6.5380292,-1.0723158,2.4868157
160,-13,-3.474583691150471,18.574970647536478,-13.0015173,-0.0037190,0.0000000,-1.0995505,-0.2151938,4.0000000,0.6612453,1.0061076,6.3086944,-1.0916328,2.4337077
161,-13,-3.668456331150471,18.567514007536481,-13.0029144,-0.0022314,11.5702477,-0.8202435,-0.3107963,4.0000000,0.5771958,1.0318053,14.2994127,-1.1987884,2.2238955
162,-13,-3.660999691150471,18.567514007536481,-13.0032997,-0.0019008,14.0495872,-0.4749449,-0.4926188,4.0000000,0.2327081,1.0319059,14.3214989,-1.2179457,2.0801156
163,-13,-3.653543051150471,18.567514007536481,-13.0037050,-0.0015702,15.7024794,-0.1874387,-0.6458352,4.0000000,-0.0611041,1.0316738,14.2700462,-1.2305663,2.2121754
164,-13,-3.646086411150471,18.567514007536481,-13.0041142,-0.0012397,17.3553715,0.0337444,-0.7722012,4.0000000,-0.3064100,1.0311193,14.1462469,-1.2379924,2.5247052
165,-13,-3.638629771150471,18.567514007536481,-13.0045156,-0.0009091,19.0082645,0.2070398,-0.8796069,4.0000000,-0.5159395,1.0302763,13.9555941,-1.2432743,2.9392562
166,-13,-3.631173131150471,18.567514007536481,-13.0049000,-0.0005785,20.6611576,0.3635332,-0.9780745,4.0000000,-0.7079787,1.0291731,13.7018175,-1.2481703,3.4142101
167,-13,-3.623716491150471,18.567514007536481,-13.0052557,-0.0002479,22.3140488,0.5018550,-1.0665749,4.0000000,-0.8782761,1.0278513,13.3928261,-1.2548739,3.9146438
168,-13,-3.616259851150471,18.567514007536481,-13.0055742,0.0001653,23.9669418,0.6070933,-1.1385106,4.0000000,-1.0122231,1.0263692,13.0355072,-1.2647979,4.3783369
169,-13,-3.608803211150471,18.567514007536481,-13.0058460,0.0004959,24.7933884,0.6530310,-1.1857688,4.0000000,-1.0966610,1.0247915,12.6436472,-1.2748767,4.7445211
170,-13,-3.601346571150471,18.567514007536481,-13.0060644,0.0006612,24.7933884,0.6287401,-1.2033279,4.0000000,-1.1218598,1.0231752,12.2279682,-1.2847959,4.9540834
171,-13,-3.593889931150471,18.567514007536481,-13.0062265,0.0008264,24.7933884,0.5413583,-1.1926441,4.0000000,-1.0929949,1.0215681,11.8027220,-1.2922933,4.9986944
172,-13,-3.586433291150471,18.567514007536481,-13.0063324,0.0009917,24.7933884,0.4143096,-1.1606030,4.0000000,-1.0271223,1.0200113,11.3735247,-1.2940840,4.9115262
173,-13,-3.578976651150471,18.567514007536481,-13.0063820,0.0009917,23.1404953,0.2973030,-1.1224797,5.0000000,-0.9521319,1.0185255,10.9481583,-1.2928276,4.7557650
174,-13,-3.571520011150471,18.567514007536481,-13.0063772,0.0009091,21.4876041,0.1914618,-1.0816760,4.0000000,-0.8762824,1.0171266,10.5315876,-1.2870696,4.5685139
175,-13,-3.564063371150471,18.567514007536481,-13.0063190,0.0007438,19.0082645,0.1017359,-1.0405815,4.0000000,-0.8011539,1.0158283,10.1279392,-1.2800092,4.3632545
176,-13,-3.556606731150471,18.567514007536481,-13.0062056,0.0005785,16.5289249,0.0002724,-0.9893803,4.0000000,-0.7064259,1.0146310,9.7412004,-1.2723347,4.1155810
177,-13,-3.549150091150471,18.567514007536481,-13.0060387,0.0004132,14.0495872,-0.1275827,-0.9200110,4.0000000,-0.5757180,1.0135359,9.3747683,-1.2643040,3.8068047
178,-13,-3.541693451150471,18.567514007536481,-13.0058193,0.0002479,11.5702477,-0.2761400,-0.8310956,4.0000000,-0.4148614,1.0125355,9.0262871,-1.2473300,3.4488993
179,-13,-3.534236811150471,18.567514007536481,-13.0055542,0.0000000,9.0909090,-0.4195151,-0.7363516,4.0000000,-0.2470246,1.0116143,8.6913748,-1.2256786,3.1156735
180,-13,-3.526780171150471,18.567514007536481,-13.0052481,-0.0002479,6.6115704,-0.5420261,-0.6457841,4.0000000,-0.0915930,1.0107552,8.3678837,-1.1999753,2.8409467
181,-13,-3.519323531150471,18.567514007536481,-13.0049057,-0.0004959,4.9586778,-0.6346009,-0.5676247,4.0000000,0.0397204,1.0099542,8.0523138,-1.1749698,2.6332598
182,-13,-3.511866891150471,18.567514007536481,-13.0045309,-0.0007438,3.3057852,-0.6988066,-0.5053578,4.0000000,0.1430668,1.0092193,7.7487030,-1.1537824,2.4848607
183,-13,-3.504410251150471,18.567514007536481,-13.0041246,-0.0010744,1.6528926,-0.7435222,-0.4560441,4.0000000,0.2293448,1.0085566,7.4661126,-1.1414330,2.3774605
184,-13,-3.496953611150472,18.567514007536481,-13.0036860,-0.0014050,0.8264463,-0.7844431,-0.4082606,4.0000000,0.3177293,1.0079728,7.2092257,-1.1342506,2.2884598
185,-13,-3.489496971150472,18.567514007536481,-13.0032158,-0.0018182,0.0000000,-0.8187802,-0.3588980,4.0000000,0.4108431,1.0074660,6.9778581,-1.1286391,2.2010088
186,-13,-3.482040331150472,18.567514007536481,-13.0027142,-0.0022314,0.0000000,-0.8526541,-0.3048312,4.0000000,0.5109224,1.0070314,6.7735901,-1.1205848,2.1218350
187,-13,-3.474583691150471,18.567514007536481,-13.0021820,-0.0028099,0.0000000,-0.8796250,-0.2547355,4.0000000,0.6026409,1.0066645,6.5935736,-1.1121118,2.0613554
188,-13,-3.467127051150471,18.567514007536481,-13.0016203,-0.0035537,0.0000000,-0.9033066,-0.2166317,5.0000000,0.6770086,1.0063665,6.4428911,-1.1102718,2.0355940
189,-13,-3.459670411150471,18.567514007536481,-13.0010290,-0.0043802,0.0000000,-0.9306163,-0.1925498,5.0000000,0.7369578,1.0061574,6.3365192,-1.1220574,2.0505469
190,-13,-3.675912971150471,18.560057367536480,-13.0043907,-0.0005785,19.8347111,-1.3542289,-0.3078781,4.0000000,0.8316507,1.0289426,13.6526890,-1.4474070,3.3775671
191,-13,-3.668456331150471,18.560057367536480,-13.0047388,-0.0004132,20.6611576,-0.8731151,-0.5167522,4.0000000,0.4383780,1.0291789,13.7076578,-1.4718823,3.0354767
192,-13,-3.660999691150471,18.560057367536480,-13.0051193,-0.0000826,23.1404953,-0.4256881,-0.7036514,4.0000000,0.0859771,1.0291131,13.6923857,-1.4932799,3.0383151
193,-13,-3.653543051150471,18.560057367536480,-13.0055122,0.0002479,24.7933884,-0.0570326,-0.8577383,4.0000000,-0.2064308,1.0287323,13.6040401,-1.5090458,3.2870848
194,-13,-3.646086411150471,18.560057367536480,-13.0059032,0.0005785,26.4462814,0.2267388,-0.9827514,4.0000000,-0.4432532,1.0280696,13.4473305,-1.5222496,3.6832485
195,-13,-3.638629771150471,18.560057367536480,-13.0062799,0.0009091,28.0991745,0.4462620,-1.0837004,4.0000000,-0.6360711,1.0271585,13.2286024,-1.5313298,4.1254148
196,-13,-3.631173131150471,18.560057367536480,-13.0066319,0.0012397,29.7520657,0.6408940,-1.1726481,4.0000000,-0.8050699,1.0260367,12.9557295,-1.5402263,4.5828156
197,-13,-3.623716491150471,18.560057367536480,-13.0069513,0.0015702,31.4049587,0.8161950,-1.2507130,4.0000000,-0.9513400,1.0247524,12.6344728,-1.5500859,5.0245390
198,-13,-3.616259851150471,18.560057367536480,-13.0072269,0.0019835,33.0578499,0.9522927,-1.3109218,4.0000000,-1.0588771,1.0233555,12.2764044,-1.5629663,5.3883319
199,-13,-3.608803211150471,18.560057367536480,-13.0074530,0.0023140,33.8842964,1.0169010,-1.3447663,4.0000000,-1.1169875,1.0219097,11.8949614,-1.5725449,5.6172347
200,-13,-3.601346571150471,18.560057367536480,-13.0076237,0.0024793,33.8842964,1.0008060,-1.3491074,4.0000000,-1.1166182,1.0204731,11.5006008,-1.5815966,5.6729875
201,-13,-3.593889931150471,18.560057367536480,-13.0077343,0.0026446,33.8842964,0.9140423,-1.3256496,4.0000000,-1.0673825,1.0190811,11.1065187,-1.5839168,5.5568666
202,-13,-3.586433291150471,18.560057367536480,-13.0077877,0.0028099,33.8842964,0.7825581,-1.2824001,5.0000000,-0.9857182,1.0177567,10.7194014,-1.5790820,5.3236160
203,-13,-3.578976651150471,18.560057367536480,-13.0077839,0.0028099,32.2314034,0.6560181,-1.2324595,4.0000000,-0.8987705,1.0165139,10.3411694,-1.5661486,5.0306339
204,-13,-3.571520011150471,18.560057367536480,-13.0077257,0.0027273,30.5785122,0.5455239,-1.1826240,4.0000000,-0.8172311,1.0153602,9.9772758,-1.5480168,4.7319069
205,-13,-3.564063371150471,18.560057367536480,-13.0076132,0.0025620,28.0991745,0.4512085,-1.1327043,4.0000000,-0.7406260,1.0143034,9.6317453,-1.5247825,4.4246325
206,-13,-3.556606731150471,18.560057367536480,-13.0074463,0.0023967,25.6198349,0.3444231,-1.0745382,4.0000000,-0.6494995,1.0133510,9.3099604,-1.4995769,4.0936356
207,-13,-3.549150091150471,18.560057367536480,-13.0072250,0.0021488,22.3140488,0.2019112,-0.9977021,4.0000000,-0.5260829,1.0124974,9.0108147,-1.4693213,3.7116795
208,-13,-3.541693451150471,18.560057367536480,-13.0069532,0.0019008,19.0082645,0.0414641,-0.9058871,4.0000000,-0.3810448,1.0117248,8.7328005,-1.4307293,3.3065197
209,-13,-3.534236811150471,18.560057367536480,-13.0066357,0.0015702,15.7024794,-0.1210654,-0.8064558,4.0000000,-0.2284344,1.0110154,8.4677916,-1.3844771,2.9288471
210,-13,-3.526780171150471,18.560057367536480,-13.0062761,0.0012397,12.3966942,-0.2580742,-0.7130372,4.0000000,-0.0893015,1.0103521,8.2113276,-1.3367729,2.6193233
211,-13,-3.519323531150471,18.560057367536480,-13.0058813,0.0009091,9.9173555,-0.3681177,-0.6309840,4.0000000,0.0300582,1.0097250,7.9612045,-1.2920262,2.3875141
212,-13,-3.511866891150471,18.560057367536480,-13.0054541,0.0005785,7.4380164,-0.4465862,-0.5639670,4.0000000,0.1242392,1.0091425,7.7214584,-1.2521732,2.2166958
213,-13,-3.504410251150471,18.560057367536480,-13.0049953,0.0001653,4.9586778,-0.5020893,-0.5101904,4.0000000,0.1999619,1.0086213,7.4981079,-1.2203426,2.0913060
214,-13,-3.496953611150472,18.560057367536480,-13.0045052,-0.0002479,3.3057852,-0.5497031,-0.4601400,4.0000000,0.2740708,1.0081680,7.2993560,-1.1943508,1.9881980
215,-13,-3.489496971150472,18.560057367536480,-13.0039835,-0.0007438,1.6528926,-0.5911410,-0.4070856,4.0000000,0.3520746,1.0077788,7.1244197,-1.1662457,1.8836755
216,-13,-3.482040331150472,18.560057367536480,-13.0034304,-0.0012397,0.8264463,-0.6333942,-0.3505704,4.0000000,0.4357331,1.0074424,6.9703269,-1.1368740,1.7946613
217,-13,-3.474583691150471,18.560057367536480,-13.0028486,-0.0019008,0.0000000,-0.6673052,-0.2999926,4.0000000,0.5106331,1.0071596,6.8379750,-1.1106182,1.7295442
218,-13,-3.467127051150471,18.560057367536480,-13.0022373,-0.0026446,0.0000000,-0.6966389,-0.2599780,5.0000000,0.5723265,1.0069379,6.7299047,-1.0922825,1.6981297
219,-13,-3.459670411150471,18.560057367536480,-13.0015965,-0.0035537,0.0000000,-0.7260662,-0.2325269,4.0000000,0.6225408,1.0067923,6.6572037,-1.0875945,1.7032642
220,-13,-3.452213771150471,18.560057367536480,-13.0009251,-0.0044628,0.0000000,-0.7540340,-0.2058122,4.0000000,0.6703273,1.0067377,6.6309748,-1.0819516,1.7133538
221,-13,-3.444757131150471,18.560057367536480,-13.0002193,-0.0053719,0.0000000,-0.7814113,-0.1735567,4.0000000,0.7209835,1.0067632,6.6452556,-1.0680968,1.7208700
222,-13,-3.675912971150471,18.552600727536479,-13.0061264,0.0012397,28.9256191,-1.4592898,-0.4943089,4.0000000,0.7036987,1.0260673,12.9713564,-1.6923164,4.1894493
223,-13,-3.668456331150471,18.552600727536479,-13.0064716,0.0014050,29.7520657,-0.8724248,-0.7073347,4.0000000,0.3011249,1.0261369,12.9889555,-1.7157943,3.9957619
224,-13,-3.660999691150471,18.552600727536479,-13.0068436,0.0017355,32.2314034,-0.3274229,-0.8962426,4.0000000,-0.0547077,1.0259252,12.9356356,-1.7377776,4.1191692
225,-13,-3.653543051150471,18.552600727536479,-13.0072212,0.0020661,33.8842964,0.1179633,-1.0503142,4.0000000,-0.3423333,1.0254326,12.8118601,-1.7582949,4.4584408
226,-13,-3.646086411150471,18.552600727536479,-13.0075903,0.0023967,35.5371895,0.4533963,-1.1684505,4.0000000,-0.5643581,1.0246950,12.6248760,-1.7725428,4.8748293
227,-13,-3.638629771150471,18.552600727536479,-13.0079393,0.0027273,37.1900826,0.7128298,-1.2618666,4.0000000,-0.7392002,1.0237517,12.3832970,-1.7845328,5.2997026
228,-13,-3.631173131150471,18.552600727536479,-13.0082588,0.0030579,38.8429756,0.9369722,-1.3405409,4.0000000,-0.8849770,1.0226506,12.0954685,-1.7961047,5.6979575
229,-13,-3.623716491150471,18.552600727536479,-13.0085402,0.0033884,40.4958687,1.1331365,-1.4054538,4.0000000,-1.0046290,1.0214427,11.7700787,-1.8062785,6.0347509
230,-13,-3.616259851150471,18.552600727536479,-13.0087757,0.0037190,42.1487617,1.2794697,-1.4511442,4.0000000,-1.0845155,1.0201755,11.4172945,-1.8177731,6.2641349
231,-13,-3.608803211150471,18.552600727536479,-13.0089569,0.0039669,42.9752083,1.3562487,-1.4727846,4.0000000,-1.1184728,1.0188990,11.0525093,-1.8270966,6.3468728
232,-13,-3.601346571150471,18.552600727536479,-13.0090818,0.0040496,42.9752083,1.3376667,-1.4634200,4.0000000,-1.0963634,1.0176607,10.6879702,-1.8304766,6.2405391
233,-13,-3.593889931150471,18.552600727536479,-13.0091457,0.0041322,42.9752083,1.2501097,-1.4298525,4.0000000,-1.0343199,1.0164962,10.3334398,-1.8253850,5.9849973
234,-13,-3.586433291150471,18.552600727536479,-13.0091515,0.0042149,42.9752083,1.1112193,-1.3767561,5.0000000,-0.9433413,1.0154195,9.9926262,-1.8101710,5.6218009
235,-13,-3.578976651150471,18.552600727536479,-13.0090990,0.0041322,41.3223152,0.9730635,-1.3178244,4.0000000,-0.8521070,1.0144283,9.6703310,-1.7835418,5.2224040
236,-13,-3.571520011150471,18.552600727536479,-13.0089922,0.0039669,39.6694221,0.8544430,-1.2599746,4.0000000,-0.7706085,1.0135243,9.3659744,-1.7493408,4.8287516
237,-13,-3.564063371150471,18.552600727536479,-13.0088310,0.0037190,37.1900826,0.7545739,-1.2035012,4.0000000,-0.6985852,1.0127149,9.0849390,-1.7084174,4.4430070
238,-13,-3.556606731150471,18.552600727536479,-13.0086164,0.0034711,34.7107430,0.6426972,-1.1397383,4.0000000,-0.6172854,1.0120027,8.8293505,-1.6621912,4.0429797
239,-13,-3.549150091150471,18.552600727536479,-13.0083485,0.0031405,31.4049587,0.4955250,-1.0601605,4.0000000,-0.5100075,1.0113811,8.6019354,-1.6103135,3.6124732
240,-13,-3.541693451150471,18.552600727536479,-13.0080299,0.0027273,27.2727280,0.3250197,-0.9668964,4.0000000,-0.3828309,1.0108267,8.3948069,-1.5509619,3.1753526
241,-13,-3.534236811150471,18.552600727536479,-13.0076656,0.0023140,23.1404953,0.1521246,-0.8680644,4.0000000,-0.2496763,1.0103194,8.2001362,-1.4864526,2.7781231
242,-13,-3.526780171150471,18.552600727536479,-13.0072613,0.0019008,19.0082645,0.0004915,-0.7734948,4.0000000,-0.1253652,1.0098486,8.0123777,-1.4216245,2.4474163
243,-13,-3.519323531150471,18.552600727536479,-13.0068197,0.0015702,15.7024794,-0.1201586,-0.6906558,4.0000000,-0.0205221,1.0094002,7.8289294,-1.3607895,2.1946759
244,-13,-3.511866891150471,18.552600727536479,-13.0063457,0.0012397,12.3966942,-0.2092939,-0.6215326,4.0000000,0.0637679,1.0089781,7.6522336,-1.3068329,2.0040288
245,-13,-3.504410251150471,18.552600727536479,-13.0058403,0.0008264,9.0909090,-0.2734433,-0.5645018,4.0000000,0.1307251,1.0085959,7.4896955,-1.2597287,1.8574506
246,-13,-3.496953611150472,18.552600727536479,-13.0053043,0.0004132,6.6115704,-0.3288890,-0.5102565,4.0000000,0.1951995,1.0082686,7.3457651,-1.2157125,1.7318572
247,-13,-3.489496971150472,18.552600727536479,-13.0047369,-0.0000826,4.1322312,-0.3791738,-0.4561790,4.0000000,0.2614417,1.0079948,7.2247624,-1.1737996,1.6209193
248,-13,-3.482040331150472,18.552600727536479,-13.0041389,-0.0005785,2.4793389,-0.4282741,-0.3998774,4.0000000,0.3318725,1.0077614,7.1199813,-1.1316273,1.5246885
249,-13,-3.474583691150471,18.552600727536479,-13.0035114,-0.0012397,0.8264463,-0.4707183,-0.3476162,5.0000000,0.3973866,1.0075712,7.0316854,-1.0926189,1.4525052
250,-13,-3.467127051150471,18.552600727536479,-13.0028553,-0.0019835,0.0000000,-0.5041481,-0.3073827,5.0000000,0.4500658,1.0074276,6.9634929,-1.0648311,1.4138454
251,-13,-3.459670411150471,18.552600727536479,-13.0021715,-0.0028099,0.0000000,-0.5352431,-0.2787441,4.0000000,0.4933223,1.0073473,6.9259720,-1.0508105,1.4095076
252,-13,-3.452213771150471,18.552600727536479,-13.0014563,-0.0037190,0.0000000,-0.5650406,-0.2515674,4.0000000,0.5351177,1.0073518,6.9276824,-1.0382525,1.4125727
253,-13,-3.444757131150471,18.552600727536479,-13.0007076,-0.0046281,0.0000000,-0.5935064,-0.2202978,4.0000000,0.5789782,1.0074257,6.9628139,-1.0195738,1.4120575
254,-12,-3.437300491150471,18.552600727536479,-12.9999266,0.0044628,44.6280975,-0.6177961,-0.1810620,4.0000000,0.6254982,1.0075604,7.0262103,-0.9876222,1.3996468
255,-12,-3.429843851150471,18.552600727536479,-12.9991112,0.0035537,35.5371895,-0.6364827,-0.1307229,4.0000000,0.6759195,1.0077403,7.1120520,-0.9373652,1.3768506
256,-12,-3.422387211150471,18.552600727536479,-12.9982643,0.0027273,27.2727280,-0.6496422,-0.0728919,4.0000000,0.7269825,1.0079279,7.1975770,-0.8727663,1.3593516
257,-13,-3.675912971150471,18.545144087536482,-13.0077581,0.0030579,38.0165291,-1.5269647,-0.6701674,4.0000000,0.5761698,1.0228714,12.1630096,-1.9165047,5.1498742
258,-13,-3.668456331150471,18.545144087536482,-13.0080967,0.0032231,38.8429756,-0.8349925,-0.8842176,4.0000000,0.1678544,1.0227948,12.1423225,-1.9362895,5.0716166
259,-13,-3.660999691150471,18.545144087536482,-13.0084553,0.0035537,41.3223152,-0.1990921,-1.0705121,4.0000000,-0.1847434,1.0224634,12.0531063,-1.9562808,5.2660899
260,-13,-3.653543051150471,18.545144087536482,-13.0088148,0.0038017,42.9752083,0.3143668,-1.2187754,4.0000000,-0.4618772,1.0218941,11.8983212,-1.9756736,5.6244807
261,-13,-3.646086411150471,18.545144087536482,-13.0091600,0.0040496,44.6280975,0.6986462,-1.3293893,4.0000000,-0.6690441,1.0211266,11.6879873,-1.9897345,6.0118084
262,-13,-3.638629771150471,18.545144087536482,-13.0094805,0.0042975,46.2809906,0.9865199,-1.4116834,4.0000000,-0.8235114,1.0202055,11.4309206,-1.9998555,6.3586998
263,-13,-3.631173131150471,18.545144087536482,-13.0097656,0.0045455,47.9338837,1.2252040,-1.4768244,4.0000000,-0.9450995,1.0191770,11.1363401,-2.0085495,6.6442246
264,-13,-3.623716491150471,18.545144087536482,-13.0100107,-0.0052066,0.0000000,1.4274532,-1.5271745,4.0000000,-1.0374987,1.0180826,10.8145838,-2.0168502,6.8435974
265,-13,-3.616259851150471,18.545144087536482,-13.0102062,-0.0049587,0.0000000,1.5697814,-1.5575969,4.0000000,-1.0909958,1.0169675,10.4766636,-2.0241981,6.9201450
266,-13,-3.608803211150471,18.545144087536482,-13.0103464,-0.0047934,0.0000000,1.6399983,-1.5649067,4.0000000,-1.1024692,1.0158834,10.1375980,-2.0273442,6.8448009
267,-13,-3.601346571150471,18.545144087536482,-13.0104284,-0.0047934,0.0000000,1.6185844,-1.5452479,4.0000000,-1.0666038,1.0148655,9.8090534,-2.0238922,6.6070805
268,-13,-3.593889931150471,18.545144087536482,-13.0104494,-0.0047934,0.0000000,1.5254372,-1.5027322,5.0000000,-0.9976898,1.0139353,9.5005636,-2.0077744,6.2351031
269,-13,-3.586433291150471,18.545144087536482,-13.0104122,-0.0047934,0.0000000,1.3776966,-1.4414747,4.0000000,-0.9042403,1.0130994,9.2145586,-1.9787090,5.7692018
270,-13,-3.578976651150471,18.545144087536482,-13.0103178,-0.0049587,0.0000000,1.2346034,-1.3772628,4.0000000,-0.8166706,1.0123534,8.9514894,-1.9378550,5.2972293
271,-13,-3.571520011150471,18.545144087536482,-13.0101681,-0.0051240,0.0000000,1.1082526,-1.3134725,4.0000000,-0.7414155,1.0116938,8.7115507,-1.8855296,4.8349695
272,-13,-3.564063371150471,18.545144087536482,-13.0099659,0.0046281,46.2809906,1.0044214,-1.2532926,4.0000000,-0.6798502,1.0111204,8.4984598,-1.8267350,4.4017339
273,-13,-3.556606731150471,18.545144087536482,-13.0097094,0.0043802,43.8016510,0.8854535,-1.1860963,4.0000000,-0.6113255,1.0106330,8.3143940,-1.7608671,3.9635639
274,-13,-3.549150091150471,18.545144087536482,-13.0094013,0.0040496,40.4958687,0.7349389,-1.1059829,4.0000000,-0.5228871,1.0102278,8.1583138,-1.6890786,3.5110686
275,-13,-3.541693451150471,18.545144087536482,-13.0090427,0.0036364,36.3636360,0.5617197,-1.0141798,4.0000000,-0.4169353,1.0098816,8.0216885,-1.6114243,3.0617754
